provider,external_account_id,athlete_id,provider_display_name,match_method,match_status,source_file,source_row_number
strava,32464862,d3ed503c-a454-4d77-81b2-80e0bc8c88e9,Colin Bennie,metadata_external_id,resolved,cleaned_athlete_metadata.csv,88
strava,32496631,c2259d98-bce9-4e91-b9a0-3ae7dcb94f2c,Ben Nagel,metadata_external_id,resolved,cleaned_athlete_metadata.csv,42
strava,32795912,34d5c7ae-7e33-4dfc-8432-d319d9dc165d,Ben Pattison,metadata_external_id,resolved,cleaned_athlete_metadata.csv,43
strava,33020384,d585b0d5-f40e-4ed2-85d5-63ac84d5368c,Ruben Verheyden,metadata_external_id,resolved,cleaned_athlete_metadata.csv,363
strava,33082169,e56d0900-0834-4ba2-af25-cd777b5370ca,Noah Baltus,metadata_external_id,resolved,cleaned_athlete_metadata.csv,322
strava,3315425,fe0c693d-bb80-422b-b87c-e3382d4e9e71,Andrew Hunter,metadata_external_id,resolved,cleaned_athlete_metadata.csv,26
strava,33180931,02ae0769-e60c-42a5-aa63-d1208b075703,Travis Mahoney,metadata_external_id,resolved,cleaned_athlete_metadata.csv,434
strava,33433081,d7aaab1e-da89-4b48-8a3b-234e4e82c218,Aidan Ryan,metadata_external_id,resolved,cleaned_athlete_metadata.csv,12
strava,33502406,0951957a-b44d-4bac-8a86-72b6dc0f4ef3,Henry Fisher,metadata_external_id,resolved,cleaned_athlete_metadata.csv,162
strava,33655219,7a374606-c34e-4186-a717-e7c81b86f087,Ellis Cross,metadata_external_id,resolved,cleaned_athlete_metadata.csv,118
strava,33721882,23acaca5-c3fd-472a-8f6f-3a7f445f1d60,Rose Davies,metadata_external_id,resolved,cleaned_athlete_metadata.csv,360
strava,33977163,990a3d02-50bd-4a5f-8101-e80cd5f1aed2,Militsa Mircheva,metadata_external_id,resolved,cleaned_athlete_metadata.csv,305
strava,33993248,87bf5c53-801e-4362-bf53-d05b9f3908ff,Conner Mantz,metadata_external_id,resolved,cleaned_athlete_metadata.csv,90
strava,34058082,565657fe-8845-45e4-a7b6-2e96076693e8,Tanja Spill,metadata_external_id,resolved,cleaned_athlete_metadata.csv,418
strava,34063383,0c1f0f34-90e4-43c9-81f0-88bae4f061dd,Eric Holt,metadata_external_id,resolved,cleaned_athlete_metadata.csv,125
strava,34130726,caf2ccea-f6b7-4654-b485-318e6f11fceb,Breanna Sieracki,metadata_external_id,resolved,cleaned_athlete_metadata.csv,52
strava,34182540,d81b2fe2-e258-4940-ba7d-0a6e7aabff38,Heather Seaward,metadata_external_id,resolved,cleaned_athlete_metadata.csv,160
strava,34492691,e7e2471c-1a7d-4d80-a5be-acb751b5cb4c,Djilali Bedrani,metadata_external_id,resolved,cleaned_athlete_metadata.csv,110
strava,34822200,dd7a1034-3e2a-4209-a1ed-cd0c14c0036a,Evan Jager,metadata_external_id,resolved,cleaned_athlete_metadata.csv,131
