Serial,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Pace (min/mi),Pace (min/km),Time (min),Distance (km),Activity Time (s),Time
151423,60508941,Boniface Kibiwott,12819462801,Morning Run,nan,2024-11-04 03:21:47+00:00,4141,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.8163716814159296,69.0,18.08,4140.0,1 h 9 m
151509,60508941,Boniface Kibiwott,12819462801,Morning Run,nan,2024-11-04 03:21:47+00:00,4141,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.8163716814159296,69.0,18.08,4140.0,1 h 9 m
151595,60508941,Boniface Kibiwott,12819462801,Morning Run,nan,2024-11-04 03:21:47+00:00,4141,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.8163716814159296,69.0,18.08,4140.0,1 h 9 m
153571,82013388,Logan Measner,12821796663,Morning Run,nan,2024-11-04 16:11:05+00:00,1531,Run,nan,0.0,3.9443585780525505,25.52,6.47,1531.2,25 m 31 s
153570,82013388,Logan Measner,12825100062,Evening Run,nan,2024-11-05 00:13:40+00:00,2605,Run,"Madison, USA",0.0,4.126008064516129,40.93,9.92,2455.8,40 m 56 s
151421,60508941,Boniface Kibiwott,12826253406,Morning Run,nan,2024-11-05 03:34:23+00:00,2676,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.5657467532467533,43.93,12.32,2635.8,43 m 56 s
151507,60508941,Boniface Kibiwott,12826253406,Morning Run,nan,2024-11-05 03:34:23+00:00,2676,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.5657467532467533,43.93,12.32,2635.8,43 m 56 s
151593,60508941,Boniface Kibiwott,12826253406,Morning Run,nan,2024-11-05 03:34:23+00:00,2676,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.5657467532467533,43.93,12.32,2635.8,43 m 56 s
151422,60508941,Boniface Kibiwott,12826254088,Afternoon Run,nan,2024-11-04 12:30:52+00:00,3126,Run,"Elgeyo-Marakwet County, Kenya",0.0,5.1635282457879095,52.1,10.09,3126.0,52 m 6 s
151508,60508941,Boniface Kibiwott,12826254088,Afternoon Run,nan,2024-11-04 12:30:52+00:00,3126,Run,"Elgeyo-Marakwet County, Kenya",0.0,5.1635282457879095,52.1,10.09,3126.0,52 m 6 s
151594,60508941,Boniface Kibiwott,12826254088,Afternoon Run,nan,2024-11-04 12:30:52+00:00,3126,Run,"Elgeyo-Marakwet County, Kenya",0.0,5.1635282457879095,52.1,10.09,3126.0,52 m 6 s
153569,82013388,Logan Measner,12829802200,Morning Run,nan,2024-11-05 16:07:47+00:00,1710,Run,nan,0.0,3.93646408839779,28.5,7.24,1710.0,28 m 30 s
151420,60508941,Boniface Kibiwott,12830683304,Afternoon Run,nan,2024-11-05 12:40:31+00:00,2342,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.781211372064277,38.68,8.09,2320.8,38 m 41 s
151506,60508941,Boniface Kibiwott,12830683304,Afternoon Run,nan,2024-11-05 12:40:31+00:00,2342,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.781211372064277,38.68,8.09,2320.8,38 m 41 s
151592,60508941,Boniface Kibiwott,12830683304,Afternoon Run,nan,2024-11-05 12:40:31+00:00,2342,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.781211372064277,38.68,8.09,2320.8,38 m 41 s
153568,82013388,Logan Measner,12832465999,Afternoon Run,nan,2024-11-05 20:48:48+00:00,5415,Run,"Madison, USA",0.0,3.838065194532072,73.0,19.02,4380.0,1 h 13 m
151419,60508941,Boniface Kibiwott,12834262271,Morning Run,nan,2024-11-06 03:22:42+00:00,3449,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.041105598866053,57.02,14.11,3421.2000000000003,57 m 1 s
151505,60508941,Boniface Kibiwott,12834262271,Morning Run,nan,2024-11-06 03:22:42+00:00,3449,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.041105598866053,57.02,14.11,3421.2000000000003,57 m 1 s
151591,60508941,Boniface Kibiwott,12834262271,Morning Run,nan,2024-11-06 03:22:42+00:00,3449,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.041105598866053,57.02,14.11,3421.2000000000003,57 m 1 s
153567,82013388,Logan Measner,12838056940,Morning Run,nan,2024-11-06 16:23:57+00:00,1176,Run,nan,0.0,4.049586776859504,19.6,4.84,1176.0,19 m 36 s
153566,82013388,Logan Measner,12841831391,Evening Run,nan,2024-11-07 00:31:37+00:00,2233,Run,nan,0.0,3.8530020703933743,37.22,9.66,2233.2,37 m 13 s
151416,60508941,Boniface Kibiwott,12846965973,Morning Run,nan,2024-11-07 03:34:19+00:00,2391,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.287953795379538,39.85,12.12,2391.0,39 m 51 s
151502,60508941,Boniface Kibiwott,12846965973,Morning Run,nan,2024-11-07 03:34:19+00:00,2391,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.287953795379538,39.85,12.12,2391.0,39 m 51 s
151588,60508941,Boniface Kibiwott,12846965973,Morning Run,nan,2024-11-07 03:34:19+00:00,2391,Run,"Elgeyo-Marakwet County, Kenya",0.0,3.287953795379538,39.85,12.12,2391.0,39 m 51 s
151417,60508941,Boniface Kibiwott,12846971920,Morning Run,nan,2024-11-07 03:12:48+00:00,980,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.7522388059701495,15.92,3.35,955.2,15 m 55 s
151503,60508941,Boniface Kibiwott,12846971920,Morning Run,nan,2024-11-07 03:12:48+00:00,980,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.7522388059701495,15.92,3.35,955.2,15 m 55 s
151589,60508941,Boniface Kibiwott,12846971920,Morning Run,nan,2024-11-07 03:12:48+00:00,980,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.7522388059701495,15.92,3.35,955.2,15 m 55 s
151418,60508941,Boniface Kibiwott,12846980893,Afternoon Run,nan,2024-11-06 12:40:31+00:00,2915,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.6238003838771595,48.18,10.42,2890.8,48 m 11 s
151504,60508941,Boniface Kibiwott,12846980893,Afternoon Run,nan,2024-11-06 12:40:31+00:00,2915,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.6238003838771595,48.18,10.42,2890.8,48 m 11 s
151590,60508941,Boniface Kibiwott,12846980893,Afternoon Run,nan,2024-11-06 12:40:31+00:00,2915,Run,"Elgeyo-Marakwet County, Kenya",0.0,4.6238003838771595,48.18,10.42,2890.8,48 m 11 s
153565,82013388,Logan Measner,12848070870,Afternoon Run,nan,2024-11-07 20:52:50+00:00,5315,Run,"Madison, USA",0.0,4.069050554870531,66.0,16.22,3960.0,1 h 6 m
153564,82013388,Logan Measner,12855195970,Afternoon Run,nan,2024-11-08 21:07:11+00:00,5720,Run,"Madison, USA",0.0,3.52233676975945,82.0,23.28,4920.0,1 h 22 m
151414,60508941,Boniface Kibiwott,12856938361,Morning Run,nan,2024-11-09 04:11:09+00:00,3203,Run,"Uasin Gishu County, Kenya",0.0,3.8579277864992143,49.15,12.74,2949.0,49 m 9 s
151500,60508941,Boniface Kibiwott,12856938361,Morning Run,nan,2024-11-09 04:11:09+00:00,3203,Run,"Uasin Gishu County, Kenya",0.0,3.8579277864992143,49.15,12.74,2949.0,49 m 9 s
151586,60508941,Boniface Kibiwott,12856938361,Morning Run,nan,2024-11-09 04:11:09+00:00,3203,Run,"Uasin Gishu County, Kenya",0.0,3.8579277864992143,49.15,12.74,2949.0,49 m 9 s
151415,60508941,Boniface Kibiwott,12858366338,Morning Run,nan,2024-11-09 03:39:15+00:00,740,Run,"Uasin Gishu County, Kenya",0.0,4.055921052631579,12.33,3.04,739.8,12 m 20 s
151501,60508941,Boniface Kibiwott,12858366338,Morning Run,nan,2024-11-09 03:39:15+00:00,740,Run,"Uasin Gishu County, Kenya",0.0,4.055921052631579,12.33,3.04,739.8,12 m 20 s
151587,60508941,Boniface Kibiwott,12858366338,Morning Run,nan,2024-11-09 03:39:15+00:00,740,Run,"Uasin Gishu County, Kenya",0.0,4.055921052631579,12.33,3.04,739.8,12 m 20 s
153563,82013388,Logan Measner,12863162772,Afternoon Run,nan,2024-11-09 21:45:59+00:00,2197,Run,"Town of Barton, USA",0.0,4.236192714453583,36.05,8.51,2163.0,36 m 3 s
153562,82013388,Logan Measner,12871840885,Afternoon Run,nan,2024-11-10 21:21:15+00:00,5592,Run,"West Bend, USA",0.0,3.8671710802858343,92.0,23.79,5520.0,1 h 32 m
153206,77830180,Keisuke Yokota,12872458082,Lunch Run,nan,2024-11-11 02:00:35+00:00,1773,Run,"Asaka, Japan",0.0,5.040572792362768,21.12,4.19,1267.2,21 m 7 s
153205,77830180,Keisuke Yokota,12872549133,Lunch Run,nan,2024-11-11 02:40:30+00:00,2339,Run,"Nerima, Japan",0.0,3.2456286427976684,38.98,12.01,2338.7999999999997,38 m 59 s
153204,77830180,Keisuke Yokota,12872672932,Lunch Run,nan,2024-11-11 03:30:14+00:00,1910,Run,"Nerima, Japan",0.0,5.829670329670329,31.83,5.46,1909.8,31 m 50 s
151337,64360338,Hamza Sahli,12873707687,Morning Swim,nan,2024-11-11 08:51:48+00:00,1916,Swim,nan,0.0,0.0,0.0,31.0,0.0,154 bpm
151338,64360338,Hamza Sahli,12873714900,Natation matinale,nan,2024-11-11 08:36:00+00:00,1615,Swim,nan,0.0,0.0,0.0,1.0,0.0,2:14 /100m
151230,83372861,Kristian Uldbjerg Hansen,12874279958,Morning Run,4x2k /60s 3:14/17/16/17(3.0) Inkl en masse erindringer pre 🛫,2024-11-11 08:33:40+00:00,8648,Run,"Aarhus Municipality, Denmark",0.0,4.080310880829016,63.0,15.44,3780.0,1 h 3 m
153768,66783639,Duncan Perrillat,12874738760,Course à pied du midi,nan,2024-11-11 10:32:30+00:00,5618,Run,"Vila Real de Santo António, Portugal",0.0,4.269141531322505,92.0,21.55,5520.0,1 h 32 m
153978,89025421,Ivan Siuris,12874753390,Lunch Run,nan,2024-11-11 10:50:04+00:00,3639,Run,nan,0.0,4.528301886792453,60.0,13.25,3600.0,1 h 0 m
152696,69562064,José Carlos Pinto,12875094671,4k warmup,nan,2024-11-11 09:57:45+00:00,1012,Run,"Oeiras, Portugal",0.0,4.2175,16.87,4.0,1012.2,16 m 52 s
152695,69562064,José Carlos Pinto,12875096926,3x(5x200) 30”/3’,Avg 27.6,2024-11-11 11:19:06+00:00,1287,Run,"Oeiras, Portugal",0.0,3.9671361502347415,16.9,4.26,1014.0,16 m 54 s
152694,69562064,José Carlos Pinto,12875097115,2km cooldown,nan,2024-11-11 11:52:48+00:00,575,Run,"Oeiras, Portugal",0.0,4.675,9.35,2.0,561.0,9 m 21 s
152236,60155357,Youssef Benzamia,12875485787,Lunch Run,nan,2024-11-11 11:52:43+00:00,14,Run,nan,0.0,2.3,0.23,0.1,13.8,14 s
152370,60155357,Youssef Benzamia,12875485787,Lunch Run,nan,2024-11-11 11:52:43+00:00,14,Run,nan,0.0,2.3,0.23,0.1,13.8,14 s
152237,60155357,Youssef Benzamia,12875485836,Lunch Run,nan,2024-11-11 11:07:00+00:00,1845,Run,"Nice, France",0.0,4.382857142857143,30.68,7.0,1840.8,30 m 41 s
152371,60155357,Youssef Benzamia,12875485836,Lunch Run,nan,2024-11-11 11:07:00+00:00,1845,Run,"Nice, France",0.0,4.382857142857143,30.68,7.0,1840.8,30 m 41 s
152235,60155357,Youssef Benzamia,12875486012,Lunch Run,nan,2024-11-11 11:54:19+00:00,14,Run,nan,0.0,2.3,0.23,0.1,13.8,14 s
152369,60155357,Youssef Benzamia,12875486012,Lunch Run,nan,2024-11-11 11:54:19+00:00,14,Run,nan,0.0,2.3,0.23,0.1,13.8,14 s
152234,60155357,Youssef Benzamia,12875488982,Lunch Run,nan,2024-11-11 11:59:18+00:00,1882,Run,"Nice, France",0.0,4.523809523809524,28.5,6.3,1710.0,28 m 30 s
152368,60155357,Youssef Benzamia,12875488982,Lunch Run,nan,2024-11-11 11:59:18+00:00,1882,Run,"Nice, France",0.0,4.523809523809524,28.5,6.3,1710.0,28 m 30 s
152233,60155357,Youssef Benzamia,12875489034,Afternoon Run,nan,2024-11-11 12:33:56+00:00,107,Run,nan,0.0,5.085714285714286,1.78,0.35,106.8,1 m 47 s
152367,60155357,Youssef Benzamia,12875489034,Afternoon Run,nan,2024-11-11 12:33:56+00:00,107,Run,nan,0.0,5.085714285714286,1.78,0.35,106.8,1 m 47 s
153357,61783860,Shane Streich,12875622605,Pre Speed Dev,nan,2024-11-11 13:47:08+00:00,1322,Run,"Brookhaven, USA",0.0,4.526748971193415,22.0,4.86,1320.0,22 m 0 s
153468,61783860,Shane Streich,12875622605,Pre Speed Dev,nan,2024-11-11 13:47:08+00:00,1322,Run,"Brookhaven, USA",0.0,4.526748971193415,22.0,4.86,1320.0,22 m 0 s
151811,61174400,Jack Higgins,12875964703,Morning Run,6@6,2024-11-11 13:09:11+00:00,4756,Run,"Boston, USA",0.0,3.846153846153846,62.0,16.12,3720.0,1 h 2 m
151697,79030752,Jack Salisbury,12876242665,Morning Run,nan,2024-11-11 13:21:46+00:00,1341,Run,"The Bronx, USA",0.0,4.323770491803279,21.1,4.88,1266.0,21 m 6 s
151696,79030752,Jack Salisbury,12876245058,8 x 6 min on/ 2 off,5:05/5:40 paces. best ive felt so far on these longer workouts. good group today,2024-11-11 14:07:02+00:00,3847,Run,"The Bronx, USA",0.0,3.265306122448979,64.0,19.6,3840.0,1 h 4 m
151695,79030752,Jack Salisbury,12876245478,Morning Run,nan,2024-11-11 15:23:10+00:00,987,Run,"The Bronx, USA",0.0,4.931888544891641,15.93,3.23,955.8,15 m 56 s
152960,69143721,Jonathan Grahn,12876281570,Afternoon Run,nan,2024-11-11 15:23:31+00:00,1299,Run,"Göteborgs Stad, Sweden",0.0,4.8657407407407405,21.02,4.32,1261.2,21 m 1 s
153356,61783860,Shane Streich,12876656093,Post Speed Dev,nan,2024-11-11 16:03:00+00:00,1858,Run,"Brookhaven, USA",0.0,4.521739130434782,29.12,6.44,1747.2,29 m 7 s
153467,61783860,Shane Streich,12876656093,Post Speed Dev,nan,2024-11-11 16:03:00+00:00,1858,Run,"Brookhaven, USA",0.0,4.521739130434782,29.12,6.44,1747.2,29 m 7 s
152961,69143721,Jonathan Grahn,12876695361,Afternoon Run,nan,2024-11-11 16:04:03+00:00,341,Run,nan,0.0,3.0740740740740735,0.83,0.27,49.8,50 s
153767,66783639,Duncan Perrillat,12876878965,Course à pied dans l'après-midi,nan,2024-11-11 16:06:52+00:00,3387,Run,"Vila Real de Santo António, Portugal",0.0,5.025385312783318,55.43,11.03,3325.8,55 m 26 s
150809,63449551,Olivia Markezich,12877026059,Morning Run,nan,2024-11-11 16:44:44+00:00,2115,Run,"Boulder, USA",0.0,4.357763975155279,35.08,8.05,2104.7999999999997,35 m 5 s
150878,63449551,Olivia Markezich,12877026059,Morning Run,nan,2024-11-11 16:44:44+00:00,2115,Run,"Boulder, USA",0.0,4.357763975155279,35.08,8.05,2104.7999999999997,35 m 5 s
150947,63449551,Olivia Markezich,12877026059,Morning Run,nan,2024-11-11 16:44:44+00:00,2115,Run,"Boulder, USA",0.0,4.357763975155279,35.08,8.05,2104.7999999999997,35 m 5 s
153666,78680893,Gracelyn Larkin,12877396787,Morning Run,nan,2024-11-11 16:58:45+00:00,4091,Run,"Flagstaff, USA",0.0,4.7323506594259115,61.0,12.89,3660.0,1 h 1 m
153977,89025421,Ivan Siuris,12877512318,Evening Run,nan,2024-11-11 17:43:06+00:00,1939,Run,nan,0.0,4.582857142857143,32.08,7.0,1924.8,32 m 5 s
152693,69562064,José Carlos Pinto,12877869625,Corrida vespertina,nan,2024-11-11 17:42:50+00:00,2721,Run,"Oeiras, Portugal",0.0,4.352647352647352,43.57,10.01,2614.2,43 m 34 s
153097,73659831,Evan Jenkins,12878185306,Morning Run,nan,2024-11-11 18:31:43+00:00,3326,Run,"Seattle, USA",0.0,4.142968142968143,53.32,12.87,3199.2,53 m 19 s
152501,91049781,Hanna Hermansson,12878222495,Morning Run,nan,2024-11-11 17:15:24+00:00,3655,Run,"Mammoth Lakes, USA",0.0,5.048802129547472,56.9,11.27,3414.0,56 m 54 s
151810,61174400,Jack Higgins,12878666782,Afternoon Run,nan,2024-11-11 20:13:45+00:00,1709,Run,"Boston, USA",0.0,4.294753086419752,27.83,6.48,1669.8,27 m 50 s
154193,74338147,Erin Strzelecki,12879127702,Afternoon Run,nan,2024-11-11 20:49:35+00:00,3989,Run,"Saint Joseph County, USA",0.0,4.767317939609236,53.68,11.26,3220.8,53 m 41 s
154192,74338147,Erin Strzelecki,12879128245,Afternoon Run,nan,2024-11-11 21:58:45+00:00,1117,Run,"Saint Joseph County, USA",0.0,5.35625,8.57,1.6,514.2,8 m 34 s
153665,78680893,Gracelyn Larkin,12879702459,Afternoon Run,nan,2024-11-11 23:23:01+00:00,1905,Run,"Flagstaff, USA",0.0,5.117283950617284,24.87,4.86,1492.2,24 m 52 s
153291,71517556,Mehdi Kadri,12879798260,10k cool,nan,2024-11-11 10:09:28+00:00,2930,Run,"Le Grand-Quevilly, France",0.0,4.8762575452716295,48.47,9.94,2908.2,48 m 28 s
150347,98279354,Marco Arop,12879878791,Afternoon Run,4 miles easy,2024-11-11 22:46:22+00:00,3494,Run,"Park City, USA",0.0,4.4039938556067595,28.67,6.51,1720.2,28 m 40 s
151694,79030752,Jack Salisbury,12879897769,Evening Run,nan,2024-11-11 23:51:07+00:00,2277,Run,"Village of Dobbs Ferry, USA",0.0,4.622524752475248,37.35,8.08,2241.0,37 m 21 s
152500,91049781,Hanna Hermansson,12879956590,Afternoon Run,nan,2024-11-12 00:15:24+00:00,1922,Run,nan,0.0,4.981337480559876,32.03,6.43,1921.8,32 m 2 s
152959,69143721,Jonathan Grahn,12881920869,Morgontröskel,2x15 min band. Ca 15km egentligen.,2024-11-12 08:14:13+00:00,5372,Run,nan,0.0,3.7652270210409746,68.0,18.06,4080.0,1 h 8 m
152692,69562064,José Carlos Pinto,12882012635,3km warmup,nan,2024-11-12 09:59:46+00:00,717,Run,"Oeiras, Portugal",0.0,3.9700996677740865,11.95,3.01,717.0,11 m 57 s
153203,77830180,Keisuke Yokota,12882032471,Evening Run,nan,2024-11-12 09:01:15+00:00,4928,Run,"Asaka, Japan",0.0,4.434589800443459,80.0,18.04,4800.0,1 h 20 m
154072,82077769,Leonid Latsepov,12882641489,Lunch Run,nan,2024-11-12 10:01:55+00:00,982,Run,"Mitte, Germany",0.0,4.487323943661972,15.93,3.55,955.8,15 m 56 s
154073,82077769,Leonid Latsepov,12882643938,Morning Run,nan,2024-11-12 09:07:34+00:00,2958,Run,"Mitte, Germany",0.0,3.4909716251074805,40.6,11.63,2436.0,40 m 36 s
154074,82077769,Leonid Latsepov,12882644913,Morning Run,nan,2024-11-12 08:37:24+00:00,1412,Run,"Mitte, Germany",0.0,4.461538461538462,13.92,3.12,835.2,13 m 55 s
154075,82077769,Leonid Latsepov,12882644927,Lunch HIIT,nan,2024-11-11 19:46:09+00:00,1225,HighIntensityIntervalTraining,nan,0.0,0.0,0.0,20.0,0.0,70 Cal
154076,82077769,Leonid Latsepov,12882646096,Evening Run,nan,2024-11-11 19:08:54+00:00,1741,Run,"Mitte, Germany",0.0,4.705400981996727,28.75,6.11,1725.0,28 m 45 s
154077,82077769,Leonid Latsepov,12882647581,Morning Run,nan,2024-11-11 09:59:44+00:00,5087,Run,"Mitte, Germany",0.0,4.269260106788711,55.97,13.11,3358.2,55 m 58 s
152691,69562064,José Carlos Pinto,12882861926,Threshold 20x400 30”rc,Avg 67.0,2024-11-12 10:47:06+00:00,1933,Run,"Oeiras, Portugal",0.0,3.5164835164835164,32.0,9.1,1920.0,32 m 0 s
152690,69562064,José Carlos Pinto,12882862454,2km cooldown,nan,2024-11-12 11:24:10+00:00,628,Run,"Oeiras, Portugal",0.0,5.208955223880598,10.47,2.01,628.2,10 m 28 s
152689,69562064,José Carlos Pinto,12882863359,Ajudar a Cuca,2x300 1’rc avg 49.5,2024-11-12 11:38:24+00:00,180,Run,"Oeiras, Portugal",0.0,3.9066666666666663,2.93,0.75,175.8,2 m 56 s
153765,66783639,Duncan Perrillat,12883501678,Course à pied le matin,nan,2024-11-12 10:50:07+00:00,2574,Run,"Vila Real de Santo António, Portugal",0.0,3.5590622182146077,39.47,11.09,2368.2,39 m 28 s
153764,66783639,Duncan Perrillat,12883502946,Course à pied le midi,nan,2024-11-12 11:36:04+00:00,906,Run,"Vila Real de Santo António, Portugal",0.0,4.922779922779923,12.75,2.59,765.0,12 m 45 s
153766,66783639,Duncan Perrillat,12883529328,Course à pied matinale,nan,2024-11-12 09:05:00+00:00,1672,Run,nan,0.0,4.480707395498393,27.87,6.22,1672.2,27 m 52 s
151693,79030752,Jack Salisbury,12884043670,Morning Run,nan,2024-11-12 13:39:41+00:00,3510,Run,"Town of Greenburgh, USA",0.0,4.365815931941222,56.45,12.93,3387.0,56 m 27 s
151809,61174400,Jack Higgins,12884183074,Morning Run,Warm up and CD to equinox with 3 miles @5:28,2024-11-12 13:42:25+00:00,6931,Run,"Boston, USA",0.0,4.11965811965812,43.38,10.53,2602.8,43 m 23 s
151808,61174400,Jack Higgins,12884192877,Morning Run,1x25’ @5:13 and 1x6’ @5:13,2024-11-12 15:14:16+00:00,1801,Run,nan,0.0,3.2737186477644493,30.02,9.17,1801.2,30 m 1 s
151229,83372861,Kristian Uldbjerg Hansen,12884264157,📍Dullstroom🇿🇦,nan,2024-11-12 15:04:03+00:00,3009,Run,"Emakhazeni Local Municipality, RSA",0.0,4.864066193853427,41.15,8.46,2469.0,41 m 9 s
152131,83232940,Molly Grabill,12884386661,Morning Run,nan,2024-11-12 15:06:10+00:00,3764,Run,"Louisville, USA",0.0,4.553598774885145,59.47,13.06,3568.2,59 m 28 s
152172,83232940,Molly Grabill,12884386661,Morning Run,nan,2024-11-12 15:06:10+00:00,3764,Run,"Louisville, USA",0.0,4.553598774885145,59.47,13.06,3568.2,59 m 28 s
153353,61783860,Shane Streich,12884643005,Cool Down,nan,2024-11-12 15:55:12+00:00,882,Run,"Chamblee, USA",0.0,4.565217391304348,14.7,3.22,882.0,14 m 42 s
153464,61783860,Shane Streich,12884643005,Cool Down,nan,2024-11-12 15:55:12+00:00,882,Run,"Chamblee, USA",0.0,4.565217391304348,14.7,3.22,882.0,14 m 42 s
153354,61783860,Shane Streich,12884643052,3x (4x400s),"Set 1: 63.8 avg. Set 2: 62.5 avg. Set 3: 62.4 avg. RC 60” w/in, 2:30 b/w Solid VO2 session this morning. Had to be adaptable switching tracks this morning, but locked in once we got going. First set was an adjustment, then felt pretty good on the second and third sets.",2024-11-12 15:17:46+00:00,1611,Run,"Chamblee, USA",0.0,3.256013745704467,18.95,5.82,1137.0,18 m 57 s
153465,61783860,Shane Streich,12884643052,3x (4x400s),"Set 1: 63.8 avg. Set 2: 62.5 avg. Set 3: 62.4 avg. RC 60” w/in, 2:30 b/w Solid VO2 session this morning. Had to be adaptable switching tracks this morning, but locked in once we got going. First set was an adjustment, then felt pretty good on the second and third sets.",2024-11-12 15:17:46+00:00,1611,Run,"Chamblee, USA",0.0,3.256013745704467,18.95,5.82,1137.0,18 m 57 s
153355,61783860,Shane Streich,12884643246,Warm Up,nan,2024-11-12 14:29:54+00:00,1201,Run,"Chamblee, USA",0.0,4.519187358916478,20.02,4.43,1201.2,20 m 1 s
153466,61783860,Shane Streich,12884643246,Warm Up,nan,2024-11-12 14:29:54+00:00,1201,Run,"Chamblee, USA",0.0,4.519187358916478,20.02,4.43,1201.2,20 m 1 s
153664,78680893,Gracelyn Larkin,12885006797,Morning Run,nan,2024-11-12 16:14:04+00:00,956,Run,"Coconino County, USA",0.0,4.781818181818182,15.78,3.3,946.8,15 m 47 s
153662,78680893,Gracelyn Larkin,12885009636,Morning Run,nan,2024-11-12 16:59:46+00:00,2152,Run,"Coconino County, USA",0.0,3.530193236714976,29.23,8.28,1753.8,29 m 14 s
153763,66783639,Duncan Perrillat,12885274221,Course à pied le soir,nan,2024-11-12 16:52:20+00:00,4134,Run,"Vila Real de Santo António, Portugal",0.0,4.7585227272727275,67.0,14.08,4020.0,1 h 7 m
150808,63449551,Olivia Markezich,12885291991,Uphill long run,Strava tax discrediting my half marathon attempt :/,2024-11-12 15:48:05+00:00,5523,Run,"Lagerman Agricultural Preserve, USA",0.0,4.127134724857686,87.0,21.08,5220.0,1 h 27 m
150877,63449551,Olivia Markezich,12885291991,Uphill long run,Strava tax discrediting my half marathon attempt :/,2024-11-12 15:48:05+00:00,5523,Run,"Lagerman Agricultural Preserve, USA",0.0,4.127134724857686,87.0,21.08,5220.0,1 h 27 m
150946,63449551,Olivia Markezich,12885291991,Uphill long run,Strava tax discrediting my half marathon attempt :/,2024-11-12 15:48:05+00:00,5523,Run,"Lagerman Agricultural Preserve, USA",0.0,4.127134724857686,87.0,21.08,5220.0,1 h 27 m
152958,69143721,Jonathan Grahn,12885341777,Afternoon Run,nan,2024-11-12 16:36:52+00:00,4310,Run,"Göteborgs Stad, Sweden",0.0,4.299591836734694,52.67,12.25,3160.2000000000003,52 m 40 s
152499,91049781,Hanna Hermansson,12885558542,Morning Run,nan,2024-11-12 17:08:56+00:00,5633,Run,"Inyo County, USA",0.0,4.737975592246949,66.0,13.93,3960.0,1 h 6 m
152688,69562064,José Carlos Pinto,12885860035,2k warmup,nan,2024-11-12 17:52:54+00:00,484,Run,"Oeiras, Portugal",0.0,4.035,8.07,2.0,484.2000000000001,8 m 4 s
152687,69562064,José Carlos Pinto,12885862599,Threshold 5x1600 1’rc,nan,2024-11-12 18:25:16+00:00,1674,Run,"Oeiras, Portugal",0.0,3.2155688622754495,26.85,8.35,1611.0,26 m 51 s
152686,69562064,José Carlos Pinto,12885863298,2k cooldown,nan,2024-11-12 19:03:14+00:00,594,Run,"Oeiras, Portugal",0.0,4.95,9.9,2.0,594.0,9 m 54 s
153976,89025421,Ivan Siuris,12885903115,Evening Run,nan,2024-11-12 18:40:06+00:00,2471,Run,nan,0.0,4.113886113886114,41.18,10.01,2470.8,41 m 11 s
152232,60155357,Youssef Benzamia,12886188252,Lunch Run,nan,2024-11-12 10:38:09+00:00,1528,Run,"Nice, France",0.0,4.826254826254827,25.0,5.18,1500.0,25 m 0 s
152366,60155357,Youssef Benzamia,12886188252,Lunch Run,nan,2024-11-12 10:38:09+00:00,1528,Run,"Nice, France",0.0,4.826254826254827,25.0,5.18,1500.0,25 m 0 s
152231,60155357,Youssef Benzamia,12886190577,Evening Run,nan,2024-11-12 18:25:38+00:00,1977,Run,"Nice, France",0.0,4.621318373071529,32.95,7.13,1977.0,32 m 57 s
152365,60155357,Youssef Benzamia,12886190577,Evening Run,nan,2024-11-12 18:25:38+00:00,1977,Run,"Nice, France",0.0,4.621318373071529,32.95,7.13,1977.0,32 m 57 s
153061,81506583,Victor Kimutai,12886297911,Afternoon Run,nan,2024-11-12 19:08:23+00:00,3616,Run,"Albemarle County, USA",0.0,4.286815728604472,55.6,12.97,3336.0,55 m 36 s
153074,81506583,Victor Kimutai,12886297911,Afternoon Run,nan,2024-11-12 19:08:23+00:00,3616,Run,"Albemarle County, USA",0.0,4.286815728604472,55.6,12.97,3336.0,55 m 36 s
153663,78680893,Gracelyn Larkin,12887066009,Morning Run,nan,2024-11-12 17:46:41+00:00,524,Run,"Coconino County, USA",0.0,5.1676646706586835,8.63,1.67,517.8000000000001,8 m 38 s
154191,74338147,Erin Strzelecki,12887119784,Afternoon Run,nan,2024-11-12 20:43:03+00:00,1180,Run,"Saint Joseph County, USA",0.0,4.648571428571429,16.27,3.5,976.2,16 m 16 s
