Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Date_Created,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility,2024 Weeks Scraped
2134.0,2:09:35,Mateusz KACZOR,POL,Sevilla (ESP),18 FEB 2024,1167,Full,M,30 Oct 24,49840806.0,0.0,0.0,Public,45.0
824.0,8:20.06,Salaheddine BEN YAZIDE,MAR,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1166,3000m Steeple,M,30 Oct 24,,,,,
400.0,4:05.00,Mary EKIRU,KEN,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1166,1500m,F,30 Oct 24,,,,,
864.0,14:58.39,Ella DONAGHU,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1166,5000m,F,30 Oct 24,33448374.0,0.0,0.0,Public,45.0
399.0,4:04.98,Shannon FLOCKHART,GBR,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1166,1500m,F,30 Oct 24,9494862.0,1884.0,16.0,Private,
398.0,4:04.94,Axumawit EMBAYE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1166,1500m,F,30 Oct 24,,,,,
69.0,1:59.81,Gladys CHEPNGETICH,KEN,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1166,800m,F,30 Oct 24,120754520.0,315.0,1.0,Public,45.0
68.0,1:59.80,Lorea IBARZABAL,ESP,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1166,800m,F,30 Oct 24,26378553.0,0.0,0.0,Public,45.0
825.0,8:20.06,Matthew CLARKE,AUS,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1166,3000m Steeple,M,30 Oct 24,16587179.0,1836.0,7.0,Private,
1024.0,13:11.87,Florian BREMM,GER,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1166,5000m,M,30 Oct 24,21000995.0,3235.0,273.0,Public,45.0
863.0,14:58.28,Hanna KLEIN,GER,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1166,5000m,F,30 Oct 24,36133939.0,709.0,348.0,Private,
83.0,1:45.26,Francesco PERNICI,ITA,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1166,800m,M,30 Oct 24,115774330.0,0.0,0.0,Public,45.0
865.0,14:58.46,Lomi MULETA,ETH,"LAZ Wien, Wien (AUT)",22 JUN 2024,1166,5000m,F,30 Oct 24,,,,,
866.0,14:58.59,Maureen JEPKOECH,KEN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1166,5000m,F,30 Oct 24,115691841.0,7.0,1.0,Public,45.0
1277.0,1:08:14,Amid Fozya JEMAL,ETH,Meishan (CHN),25 FEB 2024,1166,Half,F,30 Oct 24,,,,,
