Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Date_Created,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility,2024 Weeks Scraped
,2:10:01,Sondre Nordstad MOEN,NOR,Valencia (ESP),01 DEC 2024,1130,Full,M,15 Jan 25,14983457.0,104.0,,Public,0.0
,2:10:02,Jorge BLANCO,ESP,Valencia (ESP),01 DEC 2024,1130,Full,M,15 Jan 25,11194882.0,,,Private,
1776.0,2:30:16,Molly GRABILL,USA,"Orlando, FL (USA)",03 FEB 2024,1130,Full,F,30 Oct 24,83232940.0,1895.0,0.0,Public,45.0
1777.0,2:30:17,Sarah SELLERS,USA,"Orlando, FL (USA)",03 FEB 2024,1130,Full,F,30 Oct 24,44215632.0,773.0,139.0,Public,45.0
741.0,9:45.46,Stevie LAWRENCE-WRIST,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1130,3000m Steeple,F,30 Oct 24,,,,,
1667.0,1:01:25,Dorian BOULVIN,BEL,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1130,Half,M,30 Oct 24,19625839.0,72.0,10.0,Public,45.0
512.0,4:09.60,Francine NIYOMUKUNZI,BDI,"Campo Comunale, Modena (ITA)",21 SEP 2024,1130,1500m,F,30 Oct 24,,,,,
937.0,15:17.13,Elena BURKARD,GER,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1130,5000m,F,30 Oct 24,54121337.0,0.0,9.0,Public,45.0
304.0,2:03.42,Star PRICE,USA,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",03 FEB 2024,1130,800m,F,30 Oct 24,7426281.0,0.0,293.0,Public,45.0
,2:28:36,Min LIU,CHN,Beijing (CHN),03 NOV 2024,1130,Full,F,15 Jan 25,,,,,
1375.0,28:01.03,Mogeni Benuel MAGOMA,KEN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1130,10000m,M,30 Oct 24,,,,,
936.0,15:16.93,Bertukan WELDE,ETH,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1130,5000m,F,30 Oct 24,,,,,
508.0,4:09.48,Lea MEYER,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1130,1500m,F,30 Oct 24,56091569.0,65.0,0.0,Public,45.0
175.0,2:01.79,Lauren TOLBERT,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1130,800m,F,30 Oct 24,56514599.0,9.0,0.0,Public,45.0
939.0,15:17.41,Amalie SÆTEN,NOR,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1130,5000m,F,30 Oct 24,12504485.0,597.0,0.0,Public,45.0
1775.0,2:30:15,Adawork ABERTA,ETH,Ljubljana (SLO),20 OCT 2024,1130,Full,F,30 Oct 24,,,,,
1357.0,1:09:59,Fadouwa LEDHEM,FRA,Paris (FRA),03 MAR 2024,1130,Half,F,30 Oct 24,7788802.0,35.0,2.0,Private,
,28:01,Precious Lesiba MASHELE,RSA,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1130,10k Road,M,15 Jan 25,,,,,
601.0,3:38.27,Abdulkerim TEKI,ETH,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1130,1500m,M,30 Oct 24,,,,,
600.0,3:38.25,Tomas PALFREY,AUS,"Stade Jean Adret, Sotteville-lès-Rouen (FRA)",04 JUL 2024,1130,1500m,M,30 Oct 24,85910538.0,990.0,21.0,Private,
1665.0,1:01:25,Yusuke TAMURA,JPN,Marugame (JPN),04 FEB 2024,1130,Half,M,30 Oct 24,1391235.0,2.0,178.0,Public,45.0
,9:45.62,Miu SAITOU,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",07 DEC 2024,1130,3000m Steeple,F,15 Jan 25,,,,,
743.0,9:45.77,Reimi YOSHIMURA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1130,3000m Steeple,F,30 Oct 24,,,,,
,28:01,Mohammed BENYETTOU,ALG,Castellón (ESP),25 FEB 2024,1130,10k Road,M,15 Jan 25,,,,,
,28:01,Simon BOCH,GER,Castellón (ESP),25 FEB 2024,1130,10k Road,M,15 Jan 25,98419764.0,,,Public,0.0
515.0,4:09.68,Elly HENES,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1129,1500m,F,30 Oct 24,,,,,
1672.0,1:01:27,Pasquale SELVAROLO,ITA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1129,Half,M,30 Oct 24,45574883.0,2866.0,273.0,Private,
1135.0,13:22.26,Maxime CHAUMETON,RSA,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1129,5000m,M,30 Oct 24,147412569.0,4.0,0.0,Private,
1669.0,1:01:26,Eikichi KAZAOKA,JPN,Marugame (JPN),04 FEB 2024,1129,Half,M,30 Oct 24,,,,,
513.0,4:09.62,Courtney WAYMENT,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1129,1500m,F,30 Oct 24,,,,,
888.0,8:28.47,Fredrik SANDVIK,NOR,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1129,3000m Steeple,M,30 Oct 24,18082688.0,1416.0,14.0,Public,45.0
1362.0,1:10:03,Ashete BEKERE,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1129,Half,F,30 Oct 24,59705946.0,2.0,0.0,Public,45.0
177.0,2:01.88,Chloe FOERSTER,USA,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1129,800m,F,30 Oct 24,108118653.0,513.0,0.0,Private,
,28:02,Vincent KIMAIYO,KEN,Lille (FRA),17 MAR 2024,1129,10k Road,M,15 Jan 25,,,,,
176.0,2:01.88,Hongjiao WU,CHN,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1129,800m,F,30 Oct 24,,,,,
1363.0,1:10:03,Nancy JEPLETING,KEN,Napoli (ITA),25 FEB 2024,1129,Half,F,30 Oct 24,,,,,
514.0,4:09.65,Sadie SARGENT,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m,F,30 Oct 24,66787115.0,18.0,4.0,Public,45.0
1670.0,1:01:27,Brett ROBINSON,AUS,Marugame (JPN),04 FEB 2024,1129,Half,M,30 Oct 24,6193172.0,3641.0,126.0,Public,45.0
1358.0,1:10:01,Jacqueline GAUGHAN,USA,"Houston, TX (USA)",14 JAN 2024,1129,Half,F,30 Oct 24,97783620.0,0.0,0.0,Public,45.0
1359.0,1:10:01,Sofía SEGURA,ESP,Barcelona (ESP),11 FEB 2024,1129,Half,F,30 Oct 24,100625166.0,3.0,45.0,Public,45.0
1671.0,1:01:27,Robert Kiprop KOECH,KEN,Berlin (GER),07 APR 2024,1129,Half,M,30 Oct 24,,,,,
940.0,15:17.45,Viktória WAGNER-GYÜRKÉS,HUN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1129,5000m,F,30 Oct 24,128092322.0,0.0,0.0,Public,45.0
603.0,3:38.33,Kevin ROBERTSON,CAN,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1129,1500m,M,30 Oct 24,56592626.0,2020.0,111.0,Public,45.0
2321.0,2:11:52,Yousheng GUAN,CHN,Dongying (CHN),20 OCT 2024,1129,Full,M,30 Oct 24,,,,,
2324.0,2:11:55,Ashenafi NEGESE,ETH,Dublin (IRL),27 OCT 2024,1129,Full,M,30 Oct 24,,,,,
608.0,3:38.35,Kamar ETIANG,KEN,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1129,1500m,M,30 Oct 24,,,,,
,32:11,Emma Grace HURLEY,USA,"New York, NY (USA)",08 JUN 2024,1129,10k Road,F,15 Jan 25,50043240.0,2113.0,3.0,Public,0.0
1360.0,1:10:01,Fabienne SCHLUMPF,SUI,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1129,Half,F,30 Oct 24,7018180.0,408.0,10.0,Public,45.0
1361.0,1:10:02,Aberu AYANA,ETH,Yangzhou (CHN),31 MAR 2024,1129,Half,F,30 Oct 24,,,,,
1376.0,28:01.90,Kartik KUMAR,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1129,10000m,M,30 Oct 24,24943543.0,111.0,0.0,Public,45.0
,9:46.15,Balemlay SHUMET,ETH,"MKO Abiola National Stadium, Abuja (NGR)",27 NOV 2024,1129,3000m Steeple,F,15 Jan 25,,,,,
2323.0,2:11:55,Turner WILEY,USA,"Chicago, IL (USA)",13 OCT 2024,1129,Full,M,30 Oct 24,7425584.0,4339.0,51.0,Public,45.0
1778.0,2:30:20,Sofiia YAREMCHUK,ITA,"Stade de France, Paris (FRA)",11 AUG 2024,1129,Full,F,30 Oct 24,,,,,
2322.0,2:11:54,Marcelo LAGUERA,MEX,"Houston, TX (USA)",14 JAN 2024,1129,Full,M,30 Oct 24,3449926.0,4233.0,63.0,Public,45.0
941.0,15:17.48,Gabriela DEBUES-STAFFORD,CAN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1129,5000m,F,30 Oct 24,56812301.0,755.0,50.0,Public,45.0
,1:01:27,Athanas KIOKO,KEN,"Eakins Oval, Philadelphia, PA (USA)",15 SEP 2024,1129,Half,M,15 Jan 25,,,,,
,2:28:44,Gutemi Shone IMANA,ETH,Chengdu (CHN),27 OCT 2024,1129,Full,F,15 Jan 25,,,,,
,2:28:47,Ni SHEN,CHN,Beijing (CHN),03 NOV 2024,1129,Full,F,15 Jan 25,,,,,
1146.0,32:11.65,Olivia PRATT,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1129,10000m,F,30 Oct 24,11837770.0,4444.0,47.0,Public,45.0
744.0,9:46.17,Lena MILLONIG,AUT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1129,3000m Steeple,F,30 Oct 24,,,,,
1668.0,1:01:26,Sodai SHIMIZU,JPN,Marugame (JPN),04 FEB 2024,1129,Half,M,30 Oct 24,,,,,
1779.0,2:30:20,Mokulubete Blandina MAKATISI,LES,"Stade de France, Paris (FRA)",11 AUG 2024,1129,Full,F,30 Oct 24,,,,,
516.0,4:09.70,Olivia HOWELL,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m,F,30 Oct 24,11879442.0,14.0,10.0,Private,
942.0,15:17.88,Ludovica CAVALLI,ITA,"Campo Comunale, Modena (ITA)",22 SEP 2024,1129,5000m,F,30 Oct 24,,,,,
602.0,3:38.32,Andreas FJELD HALVORSEN,NOR,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1129,1500m,M,30 Oct 24,,,,,
745.0,9:46.17,Linda WREDE,GER,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1129,3000m Steeple,F,30 Oct 24,,,,,
604.0,3:38.34,Julian RANC,FRA,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1129,1500m,M,30 Oct 24,15443434.0,4.0,0.0,Public,45.0
605.0,3:38.34,Muhyadin ISMAIL,SOM,"Aspire Academy Warm Up Track, Doha (QAT)",15 MAY 2024,1129,1500m,M,30 Oct 24,,,,,
607.0,3:38.35,Alexander STITT,AUS,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1129,1500m,M,30 Oct 24,,,,,
610.0,3:38.38,Luan MUNNIK,RSA,"University of the Western Cape, Cape Town (RSA)",29 APR 2024,1128,1500m,M,30 Oct 24,93088717.0,836.0,0.0,Private,
,15:18,Ludovica CAVALLI,ITA,Paris (FRA),05 APR 2024,1128,5k Road,F,15 Jan 25,,,,,
945.0,15:18.21,Margot APPLETON,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1128,5000m,F,30 Oct 24,121617890.0,0.0,0.0,Public,45.0
609.0,3:38.38,Emmanuel Kiprop KIPRUTO,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",06 JAN 2024,1128,1500m,M,30 Oct 24,,,,,
611.0,3:38.40,Romain LEGENDRE,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1128,1500m,M,30 Oct 24,39092505.0,1983.0,256.0,Public,45.0
612.0,3:38.43,Mohamed Amine DRABLI,ALG,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1128,1500m,M,30 Oct 24,,,,,
1673.0,1:01:28,Gashau AYALE,ISR,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1128,Half,M,30 Oct 24,,,,,
1674.0,1:01:28,Addisu GOBENA,ETH,Larne (GBR),25 AUG 2024,1128,Half,M,30 Oct 24,,,,,
,15:18,Abbie DONNELLY,GBR,Leicester (GBR),16 MAR 2024,1128,5k Road,F,15 Jan 25,,,,,
2327.0,2:11:59,Peng GAO,CHN,Wuxi (CHN),24 MAR 2024,1128,Full,M,30 Oct 24,22710385.0,515.0,0.0,Public,45.0
1675.0,1:01:28,Josphat Kiprono MENJO,KEN,Bilbao (ESP),19 OCT 2024,1128,Half,M,30 Oct 24,,,,,
1780.0,2:30:28,Kellyn TAYLOR,USA,"Orlando, FL (USA)",03 FEB 2024,1128,Full,F,30 Oct 24,13279564.0,1766.0,149.0,Public,45.0
1781.0,2:30:31,Fantu GELASA,ETH,Mumbai (IND),21 JAN 2024,1128,Full,F,30 Oct 24,,,,,
180.0,2:01.93,Ayano SHIOMI,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1128,800m,F,30 Oct 24,,,,,
1364.0,1:10:04,Mekdes WOLDU,FRA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1128,Half,F,30 Oct 24,30197343.0,1269.0,79.0,Public,45.0
943.0,15:17.99,Lauren GREGORY,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1128,5000m,F,30 Oct 24,37651602.0,1353.0,152.0,Public,45.0
,46:21,Riku TAMAME,JPN,Kumamoto (JPN),01 DEC 2024,1128,10M Road,M,15 Jan 25,,,,,
1378.0,28:02.55,Weldon LANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1128,10000m,M,30 Oct 24,92820095.0,0.0,0.0,Public,45.0
1138.0,13:22.68,Ben VEATCH,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1128,5000m,M,30 Oct 24,108765797.0,0.0,2.0,Public,45.0
1137.0,13:22.58,Brian KIPYEGON,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1128,5000m,M,30 Oct 24,,,,,
1366.0,1:10:06,Natasha WILSON,GBR,Santa Pola (ESP),21 JAN 2024,1128,Half,F,30 Oct 24,53808605.0,194.0,1.0,Private,
1139.0,13:22.74,Joel Ibler LILLESØ,DEN,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1128,5000m,M,30 Oct 24,41549062.0,828.0,10.0,Public,45.0
181.0,2:01.94,Lucia STURM,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1128,800m,F,30 Oct 24,48159205.0,7.0,0.0,Public,45.0
,2:28:48,Alice WRIGHT,GBR,Valencia (ESP),01 DEC 2024,1128,Full,F,15 Jan 25,,,,,
1368.0,1:10:06,Maureen KOSTER,NED,Breda (NED),06 OCT 2024,1128,Half,F,30 Oct 24,10802845.0,439.0,223.0,Private,
,32:12,Abigael CHEPKOECH,KEN,Berlin (GER),13 OCT 2024,1128,10k Road,F,15 Jan 25,,,,,
205.0,1:46.51,William CUTHBERTSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1128,800m,M,30 Oct 24,38327326.0,1245.0,14.0,Private,
1367.0,1:10:06,Sora SHINOZAKURA,JPN,Marugame (JPN),04 FEB 2024,1128,Half,F,30 Oct 24,,,,,
1147.0,32:12.02,Kellyn TAYLOR,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1128,10000m,F,30 Oct 24,13279564.0,1766.0,149.0,Public,45.0
1365.0,1:10:05,Changqin DING,CHN,Meishan (CHN),25 FEB 2024,1128,Half,F,30 Oct 24,,,,,
1377.0,28:02.28,Rogers KIBET,UGA,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1128,10000m,M,30 Oct 24,,,,,
179.0,2:01.93,Christina ARAGON,USA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1128,800m,F,30 Oct 24,22996074.0,68.0,6.0,Public,45.0
1782.0,2:30:31,Bing WU,CHN,Wuxi (CHN),24 MAR 2024,1128,Full,F,30 Oct 24,15539152.0,61.0,326.0,Public,45.0
944.0,15:18.02,Deborah CHEMUTAI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1128,5000m,F,30 Oct 24,,,,,
178.0,2:01.90,Jana Marie BECKER,GER,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1128,800m,F,30 Oct 24,54111777.0,0.0,1.0,Public,45.0
,4:09.80,Wilma Bekkemoen TORBIÖRNSSON,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1128,1500m,F,15 Jan 25,,,,,
2326.0,2:11:56,Cameron LEVINS,CAN,"Stade de France, Paris (FRA)",10 AUG 2024,1128,Full,M,30 Oct 24,26743149.0,914.0,0.0,Public,45.0
2325.0,2:11:56,Noah Kiprotich KIGEN,KEN,Wuhan (CHN),24 MAR 2024,1128,Full,M,30 Oct 24,,,,,
520.0,4:09.85,Diana MEZULIÁNÍKOVÁ,CZE,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1128,1500m,F,30 Oct 24,131456180.0,0.0,0.0,Public,45.0
519.0,4:09.80,Wilma Anna TORBIÖRNSSON,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1128,1500m,F,30 Oct 24,,,,,
518.0,4:09.76,Alexandra MILLARD,GBR,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1128,1500m,F,30 Oct 24,54334283.0,0.0,0.0,Public,45.0
,28:02.67,Akihito KAWATA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 DEC 2024,1128,10000m,M,15 Jan 25,,,,,
517.0,4:09.76,Gabrielle WILKINSON,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1128,1500m,F,30 Oct 24,129664004.0,5.0,0.0,Public,45.0
2328.0,2:11:59,Wangjiang CEN,CHN,Wuxi (CHN),24 MAR 2024,1128,Full,M,30 Oct 24,,,,,
,2:10:06,Shokhrukh DAVLYATOV,UZB,Valencia (ESP),01 DEC 2024,1128,Full,M,15 Jan 25,,,,,
1379.0,28:02.58,Evans Kipkemei KURUI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1128,10000m,M,30 Oct 24,,,,,
946.0,15:18.37,Asmarech ANLEY,ETH,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1128,5000m,F,30 Oct 24,,,,,
,2:10:06,Archie CASTEEL,SWE,Valencia (ESP),01 DEC 2024,1128,Full,M,15 Jan 25,,,,,
522.0,4:09.95,Kiara CARTER,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1127,1500m,F,30 Oct 24,1937440.0,0.0,7.0,Public,45.0
185.0,2:01.99,Déborah RODRÍGUEZ,URU,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1127,800m,F,30 Oct 24,149147297.0,2.0,0.0,Public,45.0
615.0,3:38.49,Turi MIRKANA,ETH,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1127,1500m,M,30 Oct 24,,,,,
1784.0,2:30:34,Misaki ICHIDA,JPN,Osaka (JPN),25 FEB 2024,1127,Full,F,30 Oct 24,,,,,
1140.0,13:22.94,Dillon MAGGARD,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1127,5000m,M,30 Oct 24,5665278.0,4547.0,46.0,Public,45.0
617.0,3:38.49,Camden GILMORE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1127,1500m,M,30 Oct 24,39909333.0,2153.0,28.0,Public,45.0
2329.0,2:12:01,Tesema MIDEGISO,ETH,Wuhan (CHN),24 MAR 2024,1127,Full,M,30 Oct 24,,,,,
1680.0,1:01:30,Nganga Joseph WAWERU,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1127,Half,M,30 Oct 24,,,,,
947.0,15:18.48,Alma Delia CORTES,MEX,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1127,5000m,F,30 Oct 24,,,,,
618.0,3:38.50,Derek JOHNSON,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1127,1500m,M,30 Oct 24,8841155.0,520.0,530.0,Public,45.0
620.0,3:38.51,Masresha COSTA,ITA,"Campo Comunale, Modena (ITA)",01 MAY 2024,1127,1500m,M,30 Oct 24,82874308.0,634.0,10.0,Private,
1380.0,28:02.84,Keijiro MOGI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1127,10000m,M,30 Oct 24,,,,,
948.0,15:18.54,Agate CAUNE,LAT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1127,5000m,F,30 Oct 24,95918663.0,2.0,0.0,Private,
614.0,3:38.46,Nick DAHL,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1127,1500m,M,30 Oct 24,50043425.0,2023.0,51.0,Public,45.0
1381.0,28:03.13,Itsuki HIRABAYASHI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1127,10000m,M,30 Oct 24,,,,,
613.0,3:38.46,Fikadu GONZALEZ,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1127,1500m,M,30 Oct 24,45430067.0,0.0,0.0,Public,45.0
1383.0,28:03.44,Zerei Kbrom MEZNGI,NOR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1127,10000m,M,30 Oct 24,,,,,
,1:01:29,Victor KIPTOO,KEN,Berlin (GER),07 APR 2024,1127,Half,M,15 Jan 25,138329287.0,,,Public,0.0
616.0,3:38.49,Samuel BUCHE,ETH,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1127,1500m,M,30 Oct 24,16199796.0,0.0,0.0,Public,45.0
1369.0,1:10:07,Selam FENTE,ETH,"Houston, TX (USA)",14 JAN 2024,1127,Half,F,30 Oct 24,,,,,
1786.0,2:30:35,Aleksandra MOROZOVA,RUS,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1127,Full,F,30 Oct 24,91981534.0,0.0,210.0,Public,45.0
1370.0,1:10:08,Nelly JEPCHUMBA,KEN,Rio de Janeiro (BRA),01 JUN 2024,1127,Half,F,30 Oct 24,88998713.0,0.0,0.0,Public,45.0
521.0,4:09.94,Adva COHEN,ISR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1127,1500m,F,30 Oct 24,42530422.0,3.0,3.0,Private,
1681.0,1:01:30,Takayuki IIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1127,Half,M,30 Oct 24,7929941.0,60.0,1979.0,Public,45.0
,28:03.00,Dennis MUTUKU,KEN,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",23 NOV 2024,1127,10000m,M,15 Jan 25,98678917.0,,35.0,Public,0.0
1682.0,1:01:30,Amon KIPTOO,KEN,Madrid (ESP),07 APR 2024,1127,Half,M,30 Oct 24,47644774.0,0.0,0.0,Public,45.0
1783.0,2:30:32,Pan SUFANG,CHN,Hengshui (CHN),22 SEP 2024,1127,Full,F,30 Oct 24,,,,,
746.0,9:46.93,Michelle FINN,IRL,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1127,3000m Steeple,F,30 Oct 24,47907820.0,0.0,0.0,Public,45.0
2330.0,2:12:01,Hammington KIMAIYO,KEN,Hannover (GER),14 APR 2024,1127,Full,M,30 Oct 24,,,,,
208.0,1:46.55,Yassine HETHAT,ALG,"McArthur Stadium, Potchefstroom (RSA)",14 MAR 2024,1127,800m,M,30 Oct 24,,,,,
1787.0,2:30:36,Urge DIRO,ETH,Hong Kong (HKG),21 JAN 2024,1127,Full,F,30 Oct 24,,,,,
184.0,2:01.98,Danae RIVERS,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1127,800m,F,30 Oct 24,45867052.0,0.0,0.0,Public,45.0
1785.0,2:30:35,Chunxia LI,CHN,Wuxi (CHN),24 MAR 2024,1127,Full,F,30 Oct 24,89011634.0,5.0,0.0,Public,45.0
1382.0,28:03.42,Wesley KIPTOO,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1127,10000m,M,30 Oct 24,,,,,
1677.0,1:01:29,Eyob FANIEL,ITA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1127,Half,M,30 Oct 24,,,,,
953.0,15:18.81,Svetlana APLACHKINA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",15 AUG 2024,1127,5000m,F,30 Oct 24,29862838.0,4119.0,29.0,Public,45.0
206.0,1:46.53,Ömer Faruk BOZDAĞ,TUR,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1127,800m,M,30 Oct 24,,,,,
1679.0,1:01:30,Takahiro NAKAMURA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1127,Half,M,30 Oct 24,46804078.0,900.0,44.0,Private,
182.0,2:01.97,Melissa RIGGINS,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1127,800m,F,30 Oct 24,86130127.0,1076.0,70.0,Private,
1678.0,1:01:29,Levy KIBET,KEN,New Delhi (IND),20 OCT 2024,1127,Half,M,30 Oct 24,,,,,
1788.0,2:30:36,Shyline Jepkorir TOROITICH,KEN,Wien (AUT),21 APR 2024,1127,Full,F,30 Oct 24,,,,,
,28:03,Keneth KIPROP,UGA,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1127,10k Road,M,15 Jan 25,,,,,
,28:03,Egide NTAKARUTIMANA,BDI,Arezzo (ITA),06 OCT 2024,1127,10k Road,M,15 Jan 25,,,,,
1789.0,2:30:37,Leydy Yolanda ROMERO DURAN,COL,Wien (AUT),21 APR 2024,1127,Full,F,30 Oct 24,,,,,
183.0,2:01.98,Imogen BARRETT,AUS,"AIS Athletics Track, Canberra (AUS)",02 MAR 2024,1127,800m,F,30 Oct 24,55765129.0,14.0,3.0,Private,
1676.0,1:01:29,Joseph MUIGAI,KEN,Marugame (JPN),04 FEB 2024,1127,Half,M,30 Oct 24,117946680.0,2.0,0.0,Public,45.0
1033.0,15:30.99,Jenna HUTCHINS,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2024,1127,5000m,F,30 Oct 24,70884300.0,0.0,37.0,Public,45.0
949.0,15:18.60,Rebecca MWANGI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1127,5000m,F,30 Oct 24,140857423.0,3.0,0.0,Public,45.0
207.0,1:46.53,Luke GRINER,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1127,800m,M,30 Oct 24,,,,,
,32:14,Asayech AYICHEW,ETH,Addis Abeba (ETH),17 NOV 2024,1127,10k Road,F,15 Jan 25,,,,,
,32:14,Sara HALL,USA,"New York, NY (USA)",08 JUN 2024,1127,10k Road,F,15 Jan 25,24442277.0,10.0,974.0,Public,0.0
,32:14,Sarah LAHTI,SWE,Schoorl (NED),11 FEB 2024,1127,10k Road,F,15 Jan 25,8314084.0,5.0,,Public,0.0
