Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Performance_ID,Date_Created
1731,1:01:45,Hidekazu HIJIKATA,JPN,Osaka (JPN),28 JAN 2024,1117,Half,M,Hidekazu HIJIKATA_Half_1:01:45_28 JAN 2024,30 Oct 24
2395,2:12:39,Shota SAITO,JPN,Oita (JPN),04 FEB 2024,1117,Full,M,Shota SAITO_Full_2:12:39_04 FEB 2024,30 Oct 24
219,2:02.54,Susan ANENO,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1117,800m,F,Susan ANENO_800m_2:02.54_23 JUN 2024,30 Oct 24
220,2:02.54,Khadija BENKASSEM,MAR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1117,800m,F,Khadija BENKASSEM_800m_2:02.54_20 JUL 2024,30 Oct 24
1413,28:09.73,Ben PERRIN,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1117,10000m,M,Ben PERRIN_10000m_28:09.73_29 MAR 2024,30 Oct 24
222,2:02.55,Emma DAGENAIS,CAN,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1117,800m,F,Emma DAGENAIS_800m_2:02.55_20 JUL 2024,30 Oct 24
223,2:02.56,Yekaterina RENZHINA,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1117,800m,F,Yekaterina RENZHINA_800m_2:02.56_27 JUL 2024,30 Oct 24
224,2:02.57,Alina KUCHERENKO,RUS,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1117,800m,F,Alina KUCHERENKO_800m_2:02.57_06 JUN 2024,30 Oct 24
225,2:02.57,Pelageya DYACHKOVSKAYA,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1117,800m,F,Pelageya DYACHKOVSKAYA_800m_2:02.57_27 JUL 2024,30 Oct 24
661,3:39.18,Andrew Kiptoo ALAMISI,KEN,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1117,1500m,M,Andrew Kiptoo ALAMISI_1500m_3:39.18_23 MAY 2024,30 Oct 24
662,3:39.22,Nicolas-Marie DARU,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1117,1500m,M,Nicolas-Marie DARU_1500m_3:39.22_04 MAY 2024,30 Oct 24
663,3:39.23,Peter SMITH,USA,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1117,1500m,M,Peter SMITH_1500m_3:39.23_05 JUN 2024,30 Oct 24
664,3:39.24,JaQuavious HARRIS,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1117,1500m,M,JaQuavious HARRIS_1500m_3:39.24_04 MAY 2024,30 Oct 24
1170,32:24.82,Jacqueline GAUGHAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,10000m,F,Jacqueline GAUGHAN_10000m_32:24.82_11 MAY 2024,30 Oct 24
221,2:02.55,Aleksandra PŁOCIŃSKA,POL,"Forest Stadium, Sopot (POL)",16 JUN 2024,1117,800m,F,Aleksandra PŁOCIŃSKA_800m_2:02.55_16 JUN 2024,30 Oct 24
1412,28:09.72,Dennis KIPRUTO,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1117,10000m,M,Dennis KIPRUTO_10000m_28:09.72_09 MAY 2024,30 Oct 24
1172,13:25.62,Sam MCENTEE,AUS,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,5000m,M,Sam MCENTEE_5000m_13:25.62_11 MAY 2024,30 Oct 24
1173,13:25.86,Daniel SIMMONS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,5000m,M,Daniel SIMMONS_5000m_13:25.86_09 JUN 2024,30 Oct 24
2398,2:12:42,Teresa NYAKOLA,ETH,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1116,Full,M,Teresa NYAKOLA_Full_2:12:42_13 OCT 2024,30 Oct 24
1403,1:10:40,Derartu HAILU,ETH,Yangzhou (CHN),31 MAR 2024,1116,Half,F,Derartu HAILU_Half_1:10:40_31 MAR 2024,30 Oct 24
229,2:02.63,Billah JEPKIRUI,KEN,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1116,800m,F,Billah JEPKIRUI_800m_2:02.63_03 MAY 2024,30 Oct 24
228,2:02.59,Shanie LANDEN,ISR,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1116,800m,F,Shanie LANDEN_800m_2:02.59_18 JUN 2024,30 Oct 24
1740,1:01:46,Yuma NOZAWA,JPN,Osaka (JPN),28 JAN 2024,1116,Half,M,Yuma NOZAWA_Half_1:01:46_28 JAN 2024,30 Oct 24
764,9:51.28,Kiana GIBSON,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1116,3000m Steeple,F,Kiana GIBSON_3000m Steeple_9:51.28_11 APR 2024,30 Oct 24
1172,32:26.25,Philippa BOWDEN,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1116,10000m,F,Philippa BOWDEN_10000m_32:26.25_18 MAY 2024,30 Oct 24
1171,32:25.78,Beatriz ÁLVAREZ,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1116,10000m,F,Beatriz ÁLVAREZ_10000m_32:25.78_02 MAR 2024,30 Oct 24
1402,1:10:39,Roxane CLEPPE,BEL,Breda (NED),06 OCT 2024,1116,Half,F,Roxane CLEPPE_Half_1:10:39_06 OCT 2024,30 Oct 24
670,3:39.32,István SZÖGI,HUN,"Bregyó Athletic Center, Székesfehérvár (HUN)",14 JUN 2024,1116,1500m,M,István SZÖGI_1500m_3:39.32_14 JUN 2024,30 Oct 24
668,3:39.29,Abderrahman EL KHAYAMI,ESP,"Polideportivo Municipal, Andújar (ESP)",17 MAY 2024,1116,1500m,M,Abderrahman EL KHAYAMI_1500m_3:39.29_17 MAY 2024,30 Oct 24
667,3:39.3h,Dawit BETEW,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1116,1500m,M,Dawit BETEW_1500m_3:39.3h_06 JUL 2024,30 Oct 24
2400,2:12:43,Yago ROJO,ESP,"Stade de France, Paris (FRA)",10 AUG 2024,1116,Full,M,Yago ROJO_Full_2:12:43_10 AUG 2024,30 Oct 24
2399,2:12:43,Gadisa TAJEBE,ETH,Wuhan (CHN),24 MAR 2024,1116,Full,M,Gadisa TAJEBE_Full_2:12:43_24 MAR 2024,30 Oct 24
1739,1:01:46,Kento KIKUTANI,JPN,Osaka (JPN),28 JAN 2024,1116,Half,M,Kento KIKUTANI_Half_1:01:46_28 JAN 2024,30 Oct 24
561,4:11.32,Grethe TYLDUM,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1116,1500m,F,Grethe TYLDUM_1500m_4:11.32_27 AUG 2024,30 Oct 24
987,15:24.37,Erika TANOURA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1116,5000m,F,Erika TANOURA_5000m_15:24.37_19 MAY 2024,30 Oct 24
665,3:39.26,Damian HACKETT,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1116,1500m,M,Damian HACKETT_1500m_3:39.26_24 MAY 2024,30 Oct 24
1401,1:10:39,Anne LUIJTEN,NED,Den Haag (NED),10 MAR 2024,1116,Half,F,Anne LUIJTEN_Half_1:10:39_10 MAR 2024,30 Oct 24
1400,1:10:39,Monika JACKIEWICZ,POL,Sevilla (ESP),28 JAN 2024,1116,Half,F,Monika JACKIEWICZ_Half_1:10:39_28 JAN 2024,30 Oct 24
1174,13:26.05,Vincent Kibet YEGON,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1116,5000m,M,Vincent Kibet YEGON_5000m_13:26.05_04 MAY 2024,30 Oct 24
226,2:02.59,Kassidy JOHNSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1116,800m,F,Kassidy JOHNSON_800m_2:02.59_17 MAY 2024,30 Oct 24
1738,1:01:46,Alex Chesiro MASAI,KEN,"Houston, TX (USA)",14 JAN 2024,1116,Half,M,Alex Chesiro MASAI_Half_1:01:46_14 JAN 2024,30 Oct 24
915,8:31.49,Mehdi KADRI,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1116,3000m Steeple,M,Mehdi KADRI_3000m Steeple_8:31.49_29 JUN 2024,30 Oct 24
914,8:31.40,Jordan MACINTOSH,CAN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1116,3000m Steeple,M,Jordan MACINTOSH_3000m Steeple_8:31.40_11 MAY 2024,30 Oct 24
1416,28:10.46,Futsum ZIENASELLASSIE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1116,10000m,M,Futsum ZIENASELLASSIE_10000m_28:10.46_11 MAY 2024,30 Oct 24
1415,28:10.29,Evans Keitany KIPTUM,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1116,10000m,M,Evans Keitany KIPTUM_10000m_28:10.29_22 SEP 2024,30 Oct 24
1414,28:10.06,Adisu GUADIA,ISR,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1116,10000m,M,Adisu GUADIA_10000m_28:10.06_29 MAR 2024,30 Oct 24
913,8:31.34,Saad ABOULFIDA,MAR,Sale (MAR),30 JUN 2024,1116,3000m Steeple,M,Saad ABOULFIDA_3000m Steeple_8:31.34_30 JUN 2024,30 Oct 24
666,3:39.27,Corentin LE CLEZIO,FRA,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1116,1500m,M,Corentin LE CLEZIO_1500m_3:39.27_28 AUG 2024,30 Oct 24
227,2:02.59,Veronika SADEK,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1116,800m,F,Veronika SADEK_800m_2:02.59_02 JUN 2024,30 Oct 24
2397,2:12:42,Remyo TIELSEMA,NED,Berlin (GER),29 SEP 2024,1116,Full,M,Remyo TIELSEMA_Full_2:12:42_29 SEP 2024,30 Oct 24
1828,2:31:40,Celestine KWACHUWAI,KEN,Poznan (POL),13 OCT 2024,1116,Full,F,Celestine KWACHUWAI_Full_2:31:40_13 OCT 2024,30 Oct 24
562,4:11.35,Abir REFFAS,ALG,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1116,1500m,F,Abir REFFAS_1500m_4:11.35_16 JUN 2024,30 Oct 24
1829,2:31:42,Aynalem KASSAHUN,ETH,Genève (SUI),05 MAY 2024,1116,Full,F,Aynalem KASSAHUN_Full_2:31:42_05 MAY 2024,30 Oct 24
259,1:46.92,Cole LINDHORST,USA,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1116,800m,M,Cole LINDHORST_800m_1:46.92_24 MAY 2024,30 Oct 24
258,1:46.91,Shane STREICH,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1116,800m,M,Shane STREICH_800m_1:46.91_08 JUN 2024,30 Oct 24
257,1:46.90,Pol MOYA,AND,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1116,800m,M,Pol MOYA_800m_1:46.90_19 MAY 2024,30 Oct 24
261,1:46.92,Mason COHEN,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1116,800m,M,Mason COHEN_800m_1:46.92_22 JUN 2024,30 Oct 24
260,1:46.92,Jye PERROTT,AUS,"TSV Stadion, Pfungstadt (GER)",25 MAY 2024,1116,800m,M,Jye PERROTT_800m_1:46.92_25 MAY 2024,30 Oct 24
563,4:11.37,Aimee PRATT,GBR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1116,1500m,F,Aimee PRATT_1500m_4:11.37_20 JUL 2024,30 Oct 24
1743,1:01:47,Duncan Gathukumi MAINA,KEN,"Showa Park, Tachikawa (JPN)",19 OCT 2024,1116,Half,M,Duncan Gathukumi MAINA_Half_1:01:47_19 OCT 2024,30 Oct 24
564,4:11.39,Vera COUTELLIER,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1116,1500m,F,Vera COUTELLIER_1500m_4:11.39_19 MAY 2024,30 Oct 24
1741,1:01:46,Shadrack Kipngetich KOECH,KEN,Lille (FRA),17 MAR 2024,1116,Half,M,Shadrack Kipngetich KOECH_Half_1:01:46_17 MAR 2024,30 Oct 24
1742,1:01:47,Masaki TSUDA,JPN,Osaka (JPN),28 JAN 2024,1116,Half,M,Masaki TSUDA_Half_1:01:47_28 JAN 2024,30 Oct 24
237,2:02.69,Eleonora VANDI,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1115,800m,F,Eleonora VANDI_800m_2:02.69_19 JUN 2024,30 Oct 24
676,3:39.39,Williams LEWIS,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1115,1500m,M,Williams LEWIS_1500m_3:39.39_10 FEB 2024,30 Oct 24
231,2:02.65,Mallory LINDAMAN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m,F,Mallory LINDAMAN_800m_2:02.65_12 APR 2024,30 Oct 24
675,3:39.38,Benjamin FLANAGAN,CAN,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1115,1500m,M,Benjamin FLANAGAN_1500m_3:39.38_09 JUN 2024,30 Oct 24
677,3:39.40,Jaxson HOEY,USA,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1115,1500m,M,Jaxson HOEY_1500m_3:39.40_12 APR 2024,30 Oct 24
238,2:02.69,Charlotte DUMAS,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1115,800m,F,Charlotte DUMAS_800m_2:02.69_04 JUL 2024,30 Oct 24
1830,2:31:45,Miku HIRASHIMA,JPN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1115,Full,F,Miku HIRASHIMA_Full_2:31:45_22 JUN 2024,30 Oct 24
1747,1:01:48,Shokhrukh DAVLYATOV,UZB,Valencia (ESP),27 OCT 2024,1115,Half,M,Shokhrukh DAVLYATOV_Half_1:01:48_27 OCT 2024,30 Oct 24
1746,1:01:48,Nassim HASSAOUS,ESP,Valencia (ESP),27 OCT 2024,1115,Half,M,Nassim HASSAOUS_Half_1:01:48_27 OCT 2024,30 Oct 24
1745,1:01:48,Kaisei SUGIYAMA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1115,Half,M,Kaisei SUGIYAMA_Half_1:01:48_11 FEB 2024,30 Oct 24
1744,1:01:48,Tetsuya YOROIZAKA,JPN,Osaka (JPN),28 JAN 2024,1115,Half,M,Tetsuya YOROIZAKA_Half_1:01:48_28 JAN 2024,30 Oct 24
916,8:31.56,Carlos ÁNGEL,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1115,3000m Steeple,M,Carlos ÁNGEL_3000m Steeple_8:31.56_18 JUN 2024,30 Oct 24
236,2:02.69,Ngalula Gloria KABANGU,ITA,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1115,800m,F,Ngalula Gloria KABANGU_800m_2:02.69_23 MAY 2024,30 Oct 24
2410,2:12:47,Dewi GRIFFITHS,GBR,Amsterdam (NED),20 OCT 2024,1115,Full,M,Dewi GRIFFITHS_Full_2:12:47_20 OCT 2024,30 Oct 24
268,1:46.95,Stephen MUTAI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,800m,M,Stephen MUTAI_800m_1:46.95_22 MAY 2024,30 Oct 24
230,2:02.64,Molly SUGHROUE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m,F,Molly SUGHROUE_800m_2:02.64_12 APR 2024,30 Oct 24
2401,2:12:44,Felix KIBITOK,KEN,Wien (AUT),21 APR 2024,1115,Full,M,Felix KIBITOK_Full_2:12:44_21 APR 2024,30 Oct 24
2402,2:12:45,Derlys AYALA,PAR,Sevilla (ESP),18 FEB 2024,1115,Full,M,Derlys AYALA_Full_2:12:45_18 FEB 2024,30 Oct 24
2403,2:12:45,Lucas NIEUWEBOER,NED,Rotterdam (NED),14 APR 2024,1115,Full,M,Lucas NIEUWEBOER_Full_2:12:45_14 APR 2024,30 Oct 24
674,3:39.37,Esten Hansen-Møllerud HAUEN,NOR,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1115,1500m,M,Esten Hansen-Møllerud HAUEN_1500m_3:39.37_13 JUL 2024,30 Oct 24
673,3:39.35,Yusuke TAKAHASHI,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1115,1500m,M,Yusuke TAKAHASHI_1500m_3:39.35_12 MAY 2024,30 Oct 24
672,3:39.34,Rikuto IJIMA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1115,1500m,M,Rikuto IJIMA_1500m_3:39.34_28 JUN 2024,30 Oct 24
671,3:39.33,Mick STANOVSEK,AUS,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1115,1500m,M,Mick STANOVSEK_1500m_3:39.33_02 AUG 2024,30 Oct 24
267,1:46.95,Samuel BUCHE,ETH,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1115,800m,M,Samuel BUCHE_800m_1:46.95_18 MAR 2024,30 Oct 24
2408,2:12:47,Chakib LACHGAR,ESP,Sevilla (ESP),18 FEB 2024,1115,Full,M,Chakib LACHGAR_Full_2:12:47_18 FEB 2024,30 Oct 24
265,1:46.94,Ossama MESLEK,ITA,"Market Street Bury, Manchester (GBR)",24 JUL 2024,1115,800m,M,Ossama MESLEK_800m_1:46.94_24 JUL 2024,30 Oct 24
264,1:46.93,Phanuel Kipkosgei KOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1115,800m,M,Phanuel Kipkosgei KOECH_800m_1:46.93_28 JUN 2024,30 Oct 24
263,1:46.93,Yassine ABER,CAN,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1115,800m,M,Yassine ABER_800m_1:46.93_04 MAY 2024,30 Oct 24
262,1:46.93,Jabolane NCAMANE,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1115,800m,M,Jabolane NCAMANE_800m_1:46.93_18 MAR 2024,30 Oct 24
2404,2:12:46,Abdu ENDRIS,ETH,Sevilla (ESP),18 FEB 2024,1115,Full,M,Abdu ENDRIS_Full_2:12:46_18 FEB 2024,30 Oct 24
2405,2:12:46,Amanuel MESEL,ERI,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1115,Full,M,Amanuel MESEL_Full_2:12:46_22 JUN 2024,30 Oct 24
2406,2:12:46,Aman KEDI,ETH,Taiyuan (CHN),22 SEP 2024,1115,Full,M,Aman KEDI_Full_2:12:46_22 SEP 2024,30 Oct 24
2407,2:12:47,Ernest NGENO,KEN,Riyadh (KSA),10 FEB 2024,1115,Full,M,Ernest NGENO_Full_2:12:47_10 FEB 2024,30 Oct 24
2409,2:12:47,Motlagale TUMELO,RSA,Durban (RSA),28 APR 2024,1115,Full,M,Motlagale TUMELO_Full_2:12:47_28 APR 2024,30 Oct 24
1831,2:31:47,Lenah JEROTICH,KEN,Padova (ITA),21 APR 2024,1115,Full,F,Lenah JEROTICH_Full_2:31:47_21 APR 2024,30 Oct 24
233,2:02.67,Jennie HAUKE,GER,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1115,800m,F,Jennie HAUKE_800m_2:02.67_03 MAY 2024,30 Oct 24
992,15:25.12,Julia VAN VELTHOVEN,NED,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1115,5000m,F,Julia VAN VELTHOVEN_5000m_15:25.12_25 MAY 2024,30 Oct 24
1833,2:31:49,Almenesh HERPA,ETH,Cape Town (RSA),20 OCT 2024,1115,Full,F,Almenesh HERPA_Full_2:31:49_20 OCT 2024,30 Oct 24
232,2:02.66,Nele WEßEL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1115,800m,F,Nele WEßEL_800m_2:02.66_11 MAY 2024,30 Oct 24
989,15:25.00,Sam BUSH,USA,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1115,5000m,F,Sam BUSH_5000m_15:25.00_03 SEP 2024,30 Oct 24
990,15:25.02,Charity CHEROP,UGA,"Estadio Atlético de la VIDENA, Lima (PER)",27 AUG 2024,1115,5000m,F,Charity CHEROP_5000m_15:25.02_27 AUG 2024,30 Oct 24
991,15:25.07,Sydney THORVALDSON,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,5000m,F,Sydney THORVALDSON_5000m_15:25.07_12 APR 2024,30 Oct 24
1404,1:10:43,Ayehu BITEW,ETH,Poznan (POL),14 APR 2024,1115,Half,F,Ayehu BITEW_Half_1:10:43_14 APR 2024,30 Oct 24
567,4:11.49,Laura NICHOLSON,IRL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,1500m,F,Laura NICHOLSON_1500m_4:11.49_25 MAY 2024,30 Oct 24
993,15:25.13,Jennifer RANDALL,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1115,5000m,F,Jennifer RANDALL_5000m_15:25.13_17 MAY 2024,30 Oct 24
988,15:24.95,Anna CAMP BENNETT,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1115,5000m,F,Anna CAMP BENNETT_5000m_15:24.95_29 MAR 2024,30 Oct 24
994,15:25.27,Elizabeth LEACHMAN,USA,"Mike A. Myers Stadium, Austin, TX (USA)",28 MAR 2024,1115,5000m,F,Elizabeth LEACHMAN_5000m_15:25.27_28 MAR 2024,30 Oct 24
566,4:11.47,Molly SUGHROUE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1115,1500m,F,Molly SUGHROUE_1500m_4:11.47_11 MAY 2024,30 Oct 24
565,4:11.43,Stefanie PARSONS,CAN,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1115,1500m,F,Stefanie PARSONS_1500m_4:11.43_02 JUN 2024,30 Oct 24
1175,32:27.71,Kaho ONISHI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1115,10000m,F,Kaho ONISHI_10000m_32:27.71_10 JUL 2024,30 Oct 24
234,2:02.67,Priscilla VAN OORSCHOT,NED,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1115,800m,F,Priscilla VAN OORSCHOT_800m_2:02.67_20 JUL 2024,30 Oct 24
1174,32:27.67,Jessie CARDIN,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1115,10000m,F,Jessie CARDIN_10000m_32:27.67_18 MAY 2024,30 Oct 24
765,9:51.64,Marta SERRANO,ESP,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115,3000m Steeple,F,Marta SERRANO_3000m Steeple_9:51.64_26 MAY 2024,30 Oct 24
1832,2:31:48,Euliter TANUI,KEN,Tallinn (EST),08 SEP 2024,1115,Full,F,Euliter TANUI_Full_2:31:48_08 SEP 2024,30 Oct 24
1834,2:31:50,Elena HAYDAY,USA,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1115,Full,F,Elena HAYDAY_Full_2:31:50_22 JUN 2024,30 Oct 24
1173,32:26.88,Carrie VERDON,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1115,10000m,F,Carrie VERDON_10000m_32:26.88_11 MAY 2024,30 Oct 24
1417,28:11.16,Simon SUNDSTRÖM,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1115,10000m,M,Simon SUNDSTRÖM_10000m_28:11.16_16 MAR 2024,30 Oct 24
235,2:02.68,Nora HAUGEN,NOR,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,800m,F,Nora HAUGEN_800m_2:02.68_25 MAY 2024,30 Oct 24
1418,28:11.17,Shadrack RONO,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1115,10000m,M,Shadrack RONO_10000m_28:11.17_18 MAY 2024,30 Oct 24
1419,28:11.20,Yudai KATAKAWA,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1115,10000m,M,Yudai KATAKAWA_10000m_28:11.20_13 APR 2024,30 Oct 24
766,9:51.65,Judy CHEPKOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,3000m Steeple,F,Judy CHEPKOECH_3000m Steeple_9:51.65_22 MAY 2024,30 Oct 24
1177,32:28.70,Natosha ROGERS,USA,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1114,10000m,F,Natosha ROGERS_10000m_32:28.70_29 JUN 2024,30 Oct 24
679,3:39.43,Moa Abounnachat BOLLERØD,NOR,"Fana Stadion, Bergen (NOR)",22 MAY 2024,1114,1500m,M,Moa Abounnachat BOLLERØD_1500m_3:39.43_22 MAY 2024,30 Oct 24
680,3:39.43,Rahul HARVEER SINGH,IND,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1114,1500m,M,Rahul HARVEER SINGH_1500m_3:39.43_09 JUN 2024,30 Oct 24
1409,1:10:47,Fionnuala MCCORMACK,IRL,Cardiff (GBR),06 OCT 2024,1114,Half,F,Fionnuala MCCORMACK_Half_1:10:47_06 OCT 2024,30 Oct 24
1410,1:10:47,Susana SANTOS,POR,Valencia (ESP),27 OCT 2024,1114,Half,F,Susana SANTOS_Half_1:10:47_27 OCT 2024,30 Oct 24
681,3:39.46,Eric AVILA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1114,1500m,M,Eric AVILA_1500m_3:39.46_09 JUN 2024,30 Oct 24
569,4:11.65,Rebekah GREENE,NZL,"Newtown Park Stadium, Wellington (NZL)",17 MAR 2024,1114,1500m,F,Rebekah GREENE_1500m_4:11.65_17 MAR 2024,30 Oct 24
568,4:11.62,Saki KATAGIHARA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1114,1500m,F,Saki KATAGIHARA_1500m_4:11.62_28 JUN 2024,30 Oct 24
269,1:46.96,Eric NZIKWINKUNDA,BDI,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1114,800m,M,Eric NZIKWINKUNDA_800m_1:46.96_26 JAN 2024,30 Oct 24
1176,32:28.31,Danielle POLERECKY,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1114,10000m,F,Danielle POLERECKY_10000m_32:28.31_29 MAR 2024,30 Oct 24
1752,1:01:50,Javier GUERRA,ESP,Valencia (ESP),27 OCT 2024,1114,Half,M,Javier GUERRA_Half_1:01:50_27 OCT 2024,30 Oct 24
1751,1:01:50,Belay ASFAW,ETH,"Sale, Rabat (MAR)",21 APR 2024,1114,Half,M,Belay ASFAW_Half_1:01:50_21 APR 2024,30 Oct 24
1748,1:01:49,Kenshin EBISAWA,JPN,Marugame (JPN),04 FEB 2024,1114,Half,M,Kenshin EBISAWA_Half_1:01:49_04 FEB 2024,30 Oct 24
270,1:46.96,Lachlan RAPER,AUS,"ES Marks Athletics Field, Sydney (AUS)",23 MAR 2024,1114,800m,M,Lachlan RAPER_800m_1:46.96_23 MAR 2024,30 Oct 24
1749,1:01:49,Hagumi OGI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1114,Half,M,Hagumi OGI_Half_1:01:49_11 FEB 2024,30 Oct 24
1750,1:01:49,Charles Kamau WANJIKU,KEN,Napoli (ITA),25 FEB 2024,1114,Half,M,Charles Kamau WANJIKU_Half_1:01:49_25 FEB 2024,30 Oct 24
