Athlete Name,Total_Run_Distance_km,Avg_Weekly_Run_Mileage_km,Total_Run_Hours,Avg_Weekly_Run_Hours,Total_Ride_Hours,Total_Swim_Hours,Total_Other_Hours,Competitor,Nat,Gender,Mark,Discipline,Number_of_events,Avg_Run_Pace_min_per_km,2024 Weeks Scraped,Athlete ID
HANNA HERMANSSON,844.1471102,18.75882467111111,65.8086111111111,1.4624135802469134,1.7833333333333334,0.0,0.0,Hanna Hermansson,SWE,Female,4:07.68,1500m,1,4.67752198515631,45,91049781
HANNA LINDHOLM,5754.6135984,127.88030218666668,429.6463888888889,9.547697530864198,0.0,0.0,5.583333333333334,Hanna Lindholm,SWE,Female,1:11:03|2:31:18,Half|Full,2,4.479672334646553,45,114930525
HANNAH NUTTALL,2888.14,55.54,213.59,4.11,0.0,0.0,0.0,Hannah Nuttall,GBR,Female,4:07.16|14:52.65,1500m|5000m,2,4.44,52,15610170
HARRY WAKEFIELD,3903.56,75.07,299.03,5.75,42.97,0.0,0.0,Harry Wakefield,GBR,Male,3:40.35,1500m,1,4.6,52,24985070
HAYLEY KITCHING,2612.3,50.24,211.64,4.07,3.02,0.0,0.0,Hayley Kitching,AUS,Female,2:00.70,800m,1,4.86,52,46801273
HAZEM MIAWAD,2914.19,56.04,233.8,4.5,0.0,0.0,0.0,Hazem Miawad,EGY,Male,1:46.12,800m,1,4.81,52,49509743
HEATHER SEAWARD,1333.88,25.65,94.39,1.82,0.0,0.0,0.0,Heather Seaward,GBR,Female,2:32:40,Full,1,4.25,52,34182540
HENDRIK PFEIFFER,733.56,14.11,42.28,0.81,0.0,0.0,0.0,Hendrik Pfeiffer,GER,Male,2:07:14,Full,1,3.46,52,18085134
HENRY FISHER,2044.53,39.32,178.45,3.43,0.0,0.0,0.0,Henry Fisher,GBR,Male,1:46.59,800m,1,5.24,52,33502406
HENRY WYNNE,3858.36,74.2,288.8,5.55,0.0,0.0,0.0,Henry Wynne,USA,Male,3:32.94,1500m,1,4.49,52,14735644
HICHAM OULADHA,4130.532044,91.78960097777777,296.43194444444447,6.587376543209877,0.0,0.0,0.0,Hicham Ouladha,MAR,Male,28:19.81|1:00:57,10000m|Half,2,4.305962640455107,45,67065684
HIDEYUKI TANAKA,941.08,18.1,84.58,1.63,0.0,0.0,0.0,Hideyuki Tanaka,JPN,Male,1:01:13|2:09:27,Half|Full,2,5.39,52,49440369
HILLARY KIPKOECH,5353.308576,118.9624128,440.0252777777778,9.77833950617284,0.2083333333333333,0.0,0.0,Hillary Kipkoech,KEN,Male,59:37,Half,1,4.9318129698389095,45,89621357
HOBBS KESSLER,43.68,0.84,3.05,0.06,2.03,0.0,0.0,Hobbs Kessler,USA,Male,1:43.64|3:29.45,800m|1500m,2,4.19,52,56168841
HUGO HOUYEZ,1873.22,36.02,167.87,3.23,0.91,0.0,0.0,Hugo Houyez,FRA,Male,1:46.13,800m,1,5.38,52,27198009
IGNACIO ERARIO,8074.08,155.27,612.9,11.79,0.0,0.0,0.0,Ignacio Erario,ARG,Male,1:01:11|2:12:55,Half|Full,2,4.55,52,47231766
INVIDA MAURIŅA,258.0737624,5.734972497777778,23.33388888888889,0.5185308641975309,0.0,0.0,0.0,Invida Mauriņa,LAT,Female,2:03.54,800m,1,5.424934795050413,45,133154784
IRVETTE VAN ZYL,212.85,4.09,13.85,0.27,0.0,0.0,0.0,Irvette Van Zyl,RSA,Female,2:31:14,Full,1,3.9,52,49628215
ISAAC BASTEN,327.0500748,7.26777944,23.973333333333333,0.5327407407407407,0.0,0.0,0.0,Isaac Basten,USA,Male,1:46.89|3:37.14,800m|1500m,2,4.398103259507342,45,88934444
ISAAC UPDIKE,3322.93,63.9,246.6,4.74,34.09,0.0,0.0,Isaac Updike,USA,Male,8:19.11,3000m Steeple,1,4.45,52,18803555
ISAIAH HARRIS,2456.79,47.25,184.31,3.54,27.85,0.0,0.0,Isaiah Harris,USA,Male,1:44.58|3:37.78,800m|1500m,2,4.5,52,50116782
ISHMAEL ARTHUR,3354.5,64.51,225.37,4.33,0.19,0.0,0.0,Ishmael Arthur,GHA,Male,28:11.79,10000m,1,4.03,52,28079951
IVAN SIURIS,4347.5354496,96.61189888,325.4063888888889,7.231253086419754,1.3,0.0,1.5833333333333333,Ivan Siuris,MDA,Male,2:13:34,Full,1,4.4909083685860915,45,89025421
JACK BALICK,2700.02,51.92,210.5,4.05,38.95,0.0,0.0,Jack Balick,USA,Male,1:47.11,800m,1,4.68,52,49012071
JACK HIGGINS,2666.9499678,59.26555484000001,193.11333333333337,4.291407407407408,1.2644444444444445,0.0,0.0,Jack Higgins,GBR,Male,1:45.63,800m,1,4.344588439939162,45,61174400
JACK LUNN,2485.34,47.79,229.76,4.42,0.0,0.0,0.0,Jack Lunn,AUS,Male,1:46.25,800m,1,5.55,52,46128288
JACK RAYNER,5336.82,118.596,364.3325,8.096277777777777,8.016666666666666,0.0,0.0,Jack Rayner,AUS,Male,13:16.34|27:09.57|2:11:49,5000m|10000m|Full,3,4.096062823928857,45,0
JACK ROWE,8305.15,159.71,562.33,10.81,0.0,0.0,0.0,Jack Rowe,GBR,Male,3:38.57|13:04.75|27:54.55,1500m|5000m|10000m,3,4.06,52,2827104
JACK SALISBURY,5290.1741678,117.55942595111112,379.44055555555553,8.432012345679011,0.0,0.0,0.0,Jack Salisbury,USA,Male,3:36.17,1500m,1,4.30353190862922,45,79030752
JACKSON SHARP,6591.7,126.76,484.19,9.31,32.44,0.0,0.0,Jackson Sharp,AUS,Male,3:38.03|13:17.08,1500m|5000m,2,4.41,52,19488174
JACOB BOUTERA,5459.28,104.99,389.21,7.48,0.0,0.0,0.0,Jacob Boutera,NOR,Male,8:22.94,3000m Steeple,1,4.28,52,24382931
JAKE RITTER,5484.89,105.48,403.73,7.76,1.34,0.0,0.0,Jake Ritter,USA,Male,28:19.67,10000m,1,4.42,52,23718316
JAMES CORRIGAN,433.43,8.34,29.64,0.57,0.0,0.0,0.0,James Corrigan,USA,Male,8:13.87|13:30.67,3000m Steeple|5000m,2,4.1,52,23763182
JAMES HANSEN,1399.63,26.92,103.01,1.98,0.0,0.0,0.0,James Hansen,AUS,Male,3:40.22,1500m,1,4.42,52,2911356
JAMES KIMEU,896.130256,19.91400568888889,82.05444444444444,1.823432098765432,0.0,0.0,18.87388888888889,James Kimeu,KEN,Male,13:29.80|28:11.68,5000m|10000m,2,5.493918583490687,45,94876602
JAMES PRESTON,2285.3,43.95,164.9,3.17,3.62,0.0,0.0,James Preston,NZL,Male,1:44.04,800m,1,4.33,52,2988843
JAMES SEELIGER,2110.1,40.58,228.87,4.4,0.0,0.0,0.0,James Seeliger,RSA,Male,1:46.22,800m,1,6.51,52,13233183
JAMES WEST,6303.68,121.22,451.19,8.68,1.18,0.0,0.0,James West,GBR,Male,3:36.18|13:09.07,1500m|5000m,2,4.29,52,13065561
JAN BADIA,433.21,8.33,31.04,0.6,0.0,0.0,0.0,Jan Badia,ESP,Male,3:40.51,1500m,1,4.3,52,43228727
JANE BAREIKIS,3679.54,70.76,289.07,5.56,0.0,0.0,0.0,Jane Bareikis,USA,Female,2:31:17,Full,1,4.71,52,21479529
JAQUAVIOUS HARRIS,4494.43,86.43,311.0,5.98,0.0,0.0,0.0,Jaquavious Harris,USA,Male,3:39.24,1500m,1,4.15,52,48348730
JAXSON HOEY,852.4834914,18.94407758666667,67.30194444444444,1.4955987654320988,0.0,0.0,0.0,Jaxson Hoey,USA,Male,1:46.86|3:39.40,800m|1500m,2,4.73688547333043,45,142463626
JEAN-SIMON DESGAGNÉS,396.11,7.62,27.19,0.52,0.0,0.0,0.0,Jean-Simon Desgagnés,CAN,Male,3:39.90|8:13.11,1500m|3000m Steeple,2,4.12,52,20297898
JENNIFER GULIKERS,653.03,12.56,46.1,0.89,7.52,0.0,0.0,Jennifer Gulikers,NED,Female,15:31.00|32:28.94,5000m|10000m,2,4.24,52,26990912
JENNIFER NESBITT,157.99,3.04,16.97,0.33,0.0,0.0,0.0,Jennifer Nesbitt,GBR,Female,15:10.19,5000m,1,6.45,52,53810642
JENNIFER RANDALL,873.62,16.8,78.32,1.51,0.0,0.0,0.0,Jennifer Randall,USA,Female,4:07.19|15:25.13,1500m|5000m,2,5.38,52,53922774
JERRELL MOCK,3038.9,58.44,227.0,4.37,1.67,0.0,0.0,Jerrell Mock,USA,Male,2:11:26,Full,1,4.48,52,58369394
JESSICA KAIN,2647.02,50.9,208.77,4.01,0.75,0.0,0.0,Jessica Kain,USA,Female,4:12.59,1500m,1,4.73,52,37389921
JOANNA ARCHER,78.83,1.52,7.71,0.15,0.0,0.0,0.0,Joanna Archer,GUY,Female,2:03.52,800m,1,5.87,52,27457755
JOB IJTSMA,3134.45,60.28,231.28,4.45,29.02,0.0,0.0,Job Ijtsma,NED,Male,3:37.20,1500m,1,4.43,52,10175779
JOE EWING,30.56,0.59,1.8,0.03,0.0,0.0,0.0,Joe Ewing,GBR,Male,3:40.43,1500m,1,3.53,52,10513706
JOEY BERRIATUA,4361.18,83.87,304.3,5.85,0.0,0.0,0.0,Joey Berriatua,USA,Male,8:20.82,3000m Steeple,1,4.19,52,9588583
JOEY NOKES,5389.33,103.64,401.67,7.72,0.0,0.0,0.0,Joey Nokes,USA,Male,13:28.89,5000m,1,4.47,52,38105995
JOHANNES MOTSCHMANN,8407.52,161.68,558.6,10.74,1.77,0.0,0.0,Johannes Motschmann,GER,Male,1:01:33|2:10:39,Half|Full,2,3.99,52,21148281
JOHN GAY,4084.94,78.56,284.72,5.48,4.54,0.0,0.0,John Gay,CAN,Male,8:25.20,3000m Steeple,1,4.18,52,11799655
JOHN KORIR,5381.3432788,119.58540619555556,382.9644444444445,8.510320987654321,0.0,0.0,2.05,John Korir,KEN,Male,58:50|2:02:44,Half|Full,2,4.269912822173753,45,105366367
JOLANDA KALLABIS,148.52,3.3004444444444445,11.07638888888889,0.2461419753086419,44.333333333333336,0.0,1.6166666666666667,Jolanda Kallabis,GER,Female,2:03.50|4:07.44,800m|1500m,2,4.474705987970195,45,82798069
JONATHAN DAVIS,1.66,0.03,0.29,0.01,26.79,0.0,0.0,Jonathan Davis,USA,Male,3:39.95,1500m,1,10.61,52,204658
JONATHAN GRAHN,883.5115666,19.63359036888889,62.1325,1.3807222222222222,40.343333333333334,0.0,0.0,Jonathan Grahn,SWE,Male,3:38.02,1500m,1,4.219469377572719,45,69143721
JONATHAN MELLOR,8.13,0.16,0.92,0.02,0.0,0.0,0.0,Jonathan Mellor,GBR,Male,2:09:09,Full,1,6.79,52,10984855
JORDAN MACINTOSH,2500.74,48.09,187.31,3.6,0.0,0.0,0.0,Jordan Macintosh,CAN,Male,8:31.40,3000m Steeple,1,4.49,52,44278789
JORGE CASTELBLANCO,0.0,0.0,0.0,0.0,6.87,0.0,0.0,Jorge Castelblanco,PAN,Male,2:09:24,Full,1,,52,8728583
JORIS KEPPENS,5311.39,102.14,347.25,6.68,1.33,0.0,0.0,Joris Keppens,BEL,Male,2:13:18,Full,1,3.92,52,52526147
JOSEPH DENG,956.85,18.4,69.97,1.35,0.0,0.0,0.0,Joseph Deng,AUS,Male,1:45.87,800m,1,4.39,52,15697869
JOSEPH TUFFIN,4312.32,82.93,318.75,6.13,0.0,0.0,0.0,Joseph Tuffin,GBR,Male,3:38.99,1500m,1,4.44,52,19033722
JOSH IZEWSKI,1627.75,31.3,118.81,2.28,0.0,0.0,0.0,Josh Izewski,USA,Male,2:11:09,Full,1,4.38,52,10799453
JOSH KERR,625.57,12.03,52.92,1.02,117.06,0.0,0.0,Josh Kerr,GBR,Male,1:45.94|3:27.79,800m|1500m,2,5.08,52,18748153
JOSÉ CARLOS PINTO,3773.3229376,83.85162083555555,251.6886111111111,5.59308024691358,2.4563888888888887,0.0,1.4094444444444445,José Carlos Pinto,POR,Male,3:37.73,1500m,1,4.002126750452949,45,69562064
JP FLAVIN,7064.3,135.85,451.58,8.68,0.0,0.0,0.0,JP Flavin,USA,Male,2:12:34,Full,1,3.84,52,4928335
JUDE THOMAS,6154.16,118.35,449.24,8.64,0.0,0.0,0.0,Jude Thomas,AUS,Male,3:37.01,1500m,1,4.38,52,26514282
JUDE WHEELER-DEE,1197.15,23.02,85.94,1.65,0.0,0.0,0.0,Jude Wheeler-Dee,CAN,Male,3:39.02,1500m,1,4.31,52,57348015
JULIA JAGUŚCIK,2409.4716612,53.54381469333334,201.06472222222223,4.468104938271605,3.710555555555555,0.0,2.67,Julia Jaguścik,POL,Female,2:02.19|4:13.36,800m|1500m,2,5.006858361357569,45,111373106
JULIA MAYER,640.15,12.31,45.93,0.88,0.0,0.0,0.0,Julia Mayer,AUT,Female,1:11:09|2:31:25,Half|Full,2,4.3,52,17379874
JULIETTE THOMAS,5882.92,113.13,432.69,8.32,27.05,0.0,0.0,Juliette Thomas,BEL,Female,1:09:48|2:27:23,Half|Full,2,4.41,52,38758598
JUSTIN KENT,1454.9,27.98,89.34,1.72,0.0,0.0,0.0,Justin Kent,CAN,Male,2:12:17,Full,1,3.68,52,17615116
KASEY KNEVELBAARD,5874.76,112.98,443.04,8.52,78.04,0.0,0.0,Kasey Knevelbaard,USA,Male,3:35.68|13:13.23,1500m|5000m,2,4.52,52,18958757
KATE CURRENT,979.01,18.83,118.39,2.28,6.18,0.0,0.0,Kate Current,CAN,Female,4:06.91,1500m,1,7.26,52,39397963
KATE GRACE,2809.55,54.03,201.0,3.87,0.0,0.0,0.0,Kate Grace,USA,Female,1:58.97|4:11.92,800m|1500m,2,4.29,52,6448444
KATE MITCHELL,421.55,8.11,47.84,0.92,0.0,0.0,0.0,Kate Mitchell,USA,Female,2:01.13,800m,1,6.81,52,49462685
KATIE CAMARENA,4260.7,81.94,317.7,6.11,0.36,0.0,0.0,Katie Camarena,USA,Female,15:21.55|32:00.20,5000m|10000m,2,4.47,52,53868866
KAYLEY DELAY,3921.34,75.41,297.25,5.72,4.94,0.0,0.0,Kayley Delay,USA,Female,4:12.68|9:29.07|15:05.96,1500m|3000m Steeple|5000m,3,4.55,52,52102056
KEIRA D'AMATO,2948.47,56.7,214.5,4.13,0.8,0.0,0.0,Keira D'Amato,USA,Female,31:05.31,10000m,1,4.36,52,12019441
KEISUKE YOKOTA,4778.5488884,106.18997529777776,360.77722222222224,8.017271604938271,2.7919444444444443,0.0,0.0,Keisuke Yokota,JPN,Male,2:12:23,Full,1,4.529959583730715,45,77830180
KELLYN TAYLOR,4519.17,86.91,332.63,6.4,0.0,0.0,0.0,Kellyn Taylor,USA,Female,32:12.02|2:30:28,10000m|Full,2,4.42,52,13279564
KELVIN KIPYEGO,1368.53,30.41177777777778,98.935,2.1985555555555556,0.0,0.0,0.0,Kelvin Kipyego,KEN,Male,1:47.06,800m,1,4.3375738931554295,45,128956777
KENDRA COLEMAN,476.7347882,10.594106404444444,40.47527777777778,0.8994506172839506,18.933333333333337,0.0,5.301388888888889,Kendra Coleman,USA,Female,2:01.36,800m,1,5.094062205604878,45,99876148
KEREM AYHAN,2318.84,44.59,178.67,3.44,76.51,0.0,0.0,Kerem Ayhan,TUR,Male,1:46.89,800m,1,4.62,52,51826918
KEVIN ROBERTSON,6799.84,130.77,458.41,8.82,19.05,0.0,0.0,Kevin Robertson,CAN,Male,3:38.33|8:24.37|8:33.88,1500m|3000m Steeple,3,4.04,52,56592626
KEVIN VIEZEE,2131.47,40.99,158.18,3.04,18.36,0.0,0.0,Kevin Viezee,NED,Male,1:47.42,800m,1,4.45,52,20688835
KIERAN TUNTIVATE,868.43,16.7,58.04,1.12,0.0,0.0,0.0,Kieran Tuntivate,THA,Male,3:36.16|13:16.65,1500m|5000m,2,4.01,52,26597694
KIRAMI COLLIN YEGO,26.312709,0.5847268666666666,1.2552777777777775,0.027895061728395,0.0,0.0,0.0,Kirami Collin Yego,KEN,Male,13:29.49,5000m,1,2.8623683964530855,45,73487204
KOEN NAERT,274.49,5.28,18.8,0.36,0.0,0.0,0.0,Koen Naert,BEL,Male,1:01:34,Half,1,4.11,52,2770994
KRISTEL VAN DEN BERG,394.17,7.58,30.18,0.58,2.02,0.0,0.0,Kristel Van Den Berg,NED,Female,9:49.59,3000m Steeple,1,4.59,52,26886165
KRISTIAN ULDBJERG HANSEN,1730.5072086,38.45571574666667,128.555,2.856777777777778,39.25694444444444,0.0,4.966666666666667,Kristian Uldbjerg Hansen,DEN,Male,3:38.54,1500m,1,4.4572481187409485,45,83372861
KRISTINA HENDEL,3712.92,71.4,265.97,5.11,3.43,0.0,0.0,Kristina Hendel,GER,Female,2:30:54,Full,1,4.3,52,59060047
KRISTINE EIKREM ENGESET,898.79,17.28,65.25,1.25,1.02,0.0,0.0,Kristine Eikrem Engeset,NOR,Female,15:20.02,5000m,1,4.36,52,12012236
KYLE LANGFORD,23.34,0.45,2.35,0.05,52.23,0.0,0.0,Kyle Langford,GBR,Male,1:46.18,800m,1,6.05,52,3943693
LAURA NAGEL,4738.79,91.13,367.09,7.06,3.06,0.0,0.0,Laura Nagel,NZL,Female,4:06.31,1500m,1,4.65,52,16604584
LAURA PRIEGO,2651.49,58.922,199.56861111111112,4.4348580246913585,0.0,0.0,0.0,Laura Priego,ESP,Female,32:40.25,10000m,1,4.515995408870736,45,133448894
LAUREN GREGORY,5480.53,105.39,422.63,8.13,9.76,0.0,0.0,Lauren Gregory,USA,Female,4:10.03|15:17.99,1500m|5000m,2,4.63,52,37651602
LAUREN HAGANS,3195.82,61.46,245.21,4.72,0.0,0.0,0.0,Lauren Hagans,USA,Female,2:25:47,Full,1,4.6,52,54874775
LAUREN HALL,120.3,2.31,13.36,0.26,202.79,0.0,0.0,Lauren Hall,GBR,Female,9:57.05,3000m Steeple,1,6.66,52,199092
LAUREN RYAN,4892.41,94.08,352.76,6.78,0.0,0.0,0.0,Lauren Ryan,AUS,Female,4:08.15|14:57.67|30:35.66,1500m|5000m|10000m,3,4.33,52,12805279
LEONID LATSEPOV,5847.3115824,129.94025738666667,422.9230555555555,9.39829012345679,6.661944444444444,0.0,0.8936111111111111,Leonid Latsepov,EST,Male,2:13:38,Full,1,4.3396666956677095,45,82077769
LESLIE SEXTON,5422.48,104.28,395.26,7.6,0.0,0.0,0.0,Leslie Sexton,CAN,Female,2:28:14,Full,1,4.37,52,6604642
LEVENTE SZEMEREI,5901.31,113.49,405.18,7.79,1.39,0.0,0.0,Levente Szemerei,HUN,Male,2:10:43,Full,1,4.12,52,26009876
LEVI TAYLOR,2926.75,56.28,208.27,4.01,0.0,0.0,0.0,Levi Taylor,USA,Male,8:30.43,3000m Steeple,1,4.27,52,45951923
LIAM CASHIN,4603.19,88.52,328.7,6.32,0.0,0.0,0.0,Liam Cashin,AUS,Male,8:30.19,3000m Steeple,1,4.28,52,10206606
LISA ROOMS,2912.97,56.02,222.42,4.28,13.68,0.0,0.0,Lisa Rooms,BEL,Female,15:26.66,5000m,1,4.58,52,27711874
LOGAN MEASNER,3225.92203,71.68715622222223,223.56166666666667,4.968037037037037,1.75,0.0,0.0,Logan Measner,USA,Male,8:31.79,3000m Steeple,1,4.158098018258674,45,82013388
LORE HOFFMANN,791.634346,17.591874355555557,79.62083333333334,1.7693518518518518,2.3072222222222223,0.0,0.0,Lore Hoffmann,SUI,Female,1:59.26,800m,1,6.034667424599084,45,110793714
LUC LE BARON,6293.12,121.02,451.47,8.68,3.9,0.0,0.0,Luc Le Baron,FRA,Male,3:38.66|8:15.29,1500m|3000m Steeple,2,4.3,52,25504823
LUCA THOMPSON,1796.13,34.54,181.87,3.5,0.0,0.0,0.0,Luca Thompson,NOR,Male,1:47.11,800m,1,6.08,52,35428770
LUCAS BONS,4327.78,83.23,317.34,6.1,0.0,0.0,0.0,Lucas Bons,USA,Male,3:35.88,1500m,1,4.4,52,26662661
LUCAS NIEUWEBOER,4785.54,92.03,326.51,6.28,34.19,0.0,0.0,Lucas Nieuweboer,NED,Male,2:12:45,Full,1,4.09,52,17931180
LUCIA PINACCHIO,1657.8294142,36.84065364888889,131.685,2.9263333333333335,1.0,0.0,0.0,Lucia Pinacchio,ESP,Female,2:01.16,800m,1,4.765930639379291,45,115067841
LUCIANO FIORE,2302.34,44.28,166.47,3.2,0.0,0.0,0.0,Luciano Fiore,USA,Male,1:46.00,800m,1,4.34,52,52774592
LUCY REID,234.37,4.51,21.23,0.41,21.89,0.0,0.0,Lucy Reid,GBR,Female,1:10:30,Half,1,5.43,52,10609301
LUDOVIC LE MEUR,960.051777,21.334483933333335,72.88055555555556,1.619567901234568,52.522222222222226,0.0,0.0,Ludovic Le Meur,FRA,Male,1:46.41,800m,1,4.554789062520879,45,141766603
LUIS MIGUEL MASABANDA,829.15,15.95,59.84,1.15,0.14,0.0,0.0,Luis Miguel Masabanda,ECU,Male,1:02:00,Half,1,4.33,52,20228908
LUKE MCCANN,376.63,7.24,26.19,0.5,0.0,0.0,0.0,Luke Mccann,IRL,Male,1:45.33|3:33.66,800m|1500m,2,4.17,52,36760710
MADELEINE KELLY,49.67,0.96,6.54,0.13,0.0,0.0,0.0,Madeleine Kelly,CAN,Female,2:00.93,800m,1,7.91,52,23741845
MADISON NEUNER,2510.93,48.29,200.13,3.85,10.51,0.0,0.0,Madison Neuner,USA,Female,9:48.82,3000m Steeple,1,4.78,52,53485505
MAHADI ABDI ALI,1165.47,22.41,81.85,1.57,0.0,0.0,0.0,Mahadi Abdi Ali,NED,Male,3:36.82|13:15.59,1500m|5000m,2,4.21,52,44196401
MALINDI ELMORE,3464.4,66.62,260.74,5.01,0.0,0.0,0.0,Malindi Elmore,CAN,Female,2:31:08,Full,1,4.52,52,1861424
MARC TORTELL,411.19,7.91,27.31,0.53,0.0,0.0,0.0,Marc Tortell,GER,Male,1:46.74|3:36.88,800m|1500m,2,3.99,52,23093206
MARCEL TOBLER,3211.67,61.76,234.49,4.51,0.0,0.0,0.0,Marcel Tobler,AUT,Male,3:39.51,1500m,1,4.38,52,23188755
MARCELLA HERZOG,4130.86,79.44,303.22,5.83,26.5,0.0,0.0,Marcella Herzog,NED,Female,2:33:10,Full,1,4.4,52,8820965
MARCO AROP,260.793547,5.795412155555555,16.59638888888889,0.3688086419753086,0.0,0.0,0.0,Marco Arop,CAN,Male,1:41.20,800m,1,3.818282103940759,45,98279354
MARCO LANGON,6349.51,122.11,435.66,8.38,0.0,0.0,0.0,Marco Langon,USA,Male,13:28.44,5000m,1,4.12,52,51901865
MARIO GARCÍA ROMO,252.1513912,5.603364248888889,18.96611111111111,0.4214691358024691,5.13,0.0,6.283333333333333,,,,,,0,4.513029498869831,45,0
MARISA HOWARD,3184.64,61.24,251.94,4.84,1.02,0.0,0.0,Marisa Howard,USA,Female,9:07.14,3000m Steeple,1,4.75,52,43684184
MARISKA PAREWYCK,13.21,0.25,1.11,0.02,0.0,0.0,0.0,Mariska Parewyck,BEL,Female,2:02.74|4:08.46,800m|1500m,2,5.06,52,40806845
MARISSA DAMINK,448.91,8.63,38.15,0.73,1.75,0.0,0.0,Marissa Damink,NED,Female,2:01.42|4:04.37,800m|1500m,2,5.1,52,18196031
MARK PEARCE,2132.81,41.02,148.5,2.86,0.0,0.0,0.0,Mark Pearce,GBR,Male,8:20.83,3000m Steeple,1,4.18,52,2461878
MASON COHEN,951.0072862,21.133495248888888,76.85222222222222,1.707827160493827,37.11194444444445,0.0,8.455277777777777,Mason Cohen,AUS,Male,1:46.92,800m,1,4.848683496167869,45,107895910
MATEUSZ BORKOWSKI,71.17,1.37,7.41,0.14,27.2,0.0,0.0,Mateusz Borkowski,POL,Male,1:45.27,800m,1,6.24,52,15305175
MATT WISNER,23.91,0.46,1.48,0.03,0.0,0.0,0.0,Matt Wisner,USA,Male,1:46.09|3:36.45,800m|1500m,2,3.7,52,23205296
MATTHEW BEAUDET,4488.87,86.32,309.78,5.96,12.36,0.0,0.0,Matthew Beaudet,CAN,Male,3:37.35,1500m,1,4.14,52,24359631
MATTHEW RICHTMAN,3877.75,74.57,283.45,5.45,4.41,0.0,0.0,Matthew Richtman,USA,Male,2:10:47,Full,1,4.39,52,40483545
MATTHIAS KYBURZ,4792.05,92.15,323.69,6.22,6.87,0.0,0.0,Matthias Kyburz,SUI,Male,2:07:44,Full,1,4.05,52,18143228
MAX DAVIES,1445.24,27.79,155.42,2.99,0.86,0.0,0.0,Max Davies,CAN,Male,3:39.80,1500m,1,6.45,52,5181205
MAËL GOUYETTE,129.37,2.874888888888889,8.677222222222223,0.1928271604938271,0.0,0.0,0.0,Maël Gouyette,FRA,Male,3:32.67,1500m,1,4.024374532993225,45,69886154
MEHDI KADRI,2088.3922378,46.40871639555556,153.7475,3.416611111111111,0.0,0.0,0.0,Mehdi Kadri,FRA,Male,8:31.49,3000m Steeple,1,4.41720182302432,45,71517556
MEKDES WOLDU,694.43,13.35,55.5,1.07,0.0,0.0,0.0,Mekdes Woldu,FRA,Female,1:10:04|2:29:20,Half|Full,2,4.8,52,30197343
MELISSA TANAKA,125.75,2.42,10.08,0.19,0.0,0.0,0.0,Melissa Tanaka,USA,Female,4:12.72,1500m,1,4.81,52,23571791
MEREDITH RIZZO,1646.11,31.66,136.81,2.63,7.71,0.0,0.0,Meredith Rizzo,USA,Female,9:57.52,3000m Steeple,1,4.99,52,40609729
MICHAEL SOMERS,1262.044428,28.04543173333333,82.73277777777778,1.8385061728395065,0.0,0.0,3.9,Michael Somers,BEL,Male,2:09:19,Full,1,3.933274103934055,45,113818641
MICHAELA MEYER,431.11,8.29,46.74,0.9,0.0,0.0,0.0,Michaela Meyer,USA,Female,2:01.61,800m,1,6.51,52,49179005
MICHAELA OOSTHUIZEN,168.78,3.7506666666666666,13.296944444444444,0.2954876543209876,0.0,0.0,0.0,Michaela Oosthuizen,RSA,Female,2:03.54,800m,1,4.726962120314413,45,86896701
MIKE FOPPEN,1332.58,25.63,81.14,1.56,0.0,0.0,0.0,Mike Foppen,NED,Male,3:36.32|13:08.60,1500m|5000m,2,3.65,52,4882648
MILITSA MIRCHEVA,142.17,2.73,10.3,0.2,0.0,0.0,0.0,Militsa Mircheva,BUL,Female,2:32:03,Full,1,4.35,52,33977163
MIN LIU,563.54,10.84,57.38,1.1,4.02,0.0,0.0,Min Liu,CHN,Female,1:09:50|2:29:24,Half|Full,2,6.11,52,29372219
MOLLY GRABILL,4489.7206386,99.77156974666666,350.2536111111111,7.783413580246914,0.0,0.0,0.0,Molly Grabill,USA,Female,2:30:16,Full,1,4.680740375245197,45,83232940
MORGAN BEADLESCOMB,6066.44,116.66,466.52,8.97,0.0,0.0,0.0,Morgan Beadlescomb,USA,Male,3:35.84|13:03.57,1500m|5000m,2,4.61,52,50044591
MORGAN MITCHELL,1004.68,19.32,134.04,2.58,0.0,0.0,0.0,Morgan Mitchell,AUS,Female,2:03.43,800m,1,8.01,52,20077578
MORGAN PEARSON,754.96,14.52,53.48,1.03,23.44,0.0,0.0,Morgan Pearson,USA,Male,1:01:08,Half,1,4.25,52,40048824
MYKOLA NYZHNYK,5203.11,100.06,377.84,7.27,1.28,0.0,0.0,Mykola Nyzhnyk,UKR,Male,2:13:13,Full,1,4.36,52,26188193
MÉLINE ROLLIN,1135.42,21.83,89.01,1.71,13.47,0.0,0.0,Méline Rollin,FRA,Female,2:24:12,Full,1,4.7,52,46478486
NAOKI AIBA,70.328158,1.5628479555555557,3.8333333333333335,0.0851851851851851,0.0,0.0,0.0,Naoki Aiba,JPN,Male,2:10:28,Full,1,3.270382824472667,45,74286940
NATASHA WODAK,5454.49,104.89,407.52,7.84,2.93,0.0,0.0,Natasha Wodak,CAN,Female,1:11:21|2:27:54,Half|Full,2,4.48,52,7814602
NATHAN MARTIN,62.59,1.2,7.48,0.14,0.0,0.0,0.0,Nathan Martin,USA,Male,2:11:00,Full,1,7.17,52,25871837
