Athlete Name,Total_Run_Distance_km,Avg_Weekly_Run_Mileage_km,Total_Run_Hours,Avg_Weekly_Run_Hours,Total_Ride_Hours,Total_Swim_Hours,Total_Other_Hours,Competitor,Nat,Gender,Mark,Discipline,Number_of_events,Avg_Run_Pace_min_per_km,2024 Weeks Scraped,Athlete ID
NICK DAHL,5935.91,114.15,404.17,7.77,0.0,0.0,0.0,Nick Dahl,USA,Male,3:38.46,1500m,1,4.09,52,50043425
NICK FOSTER,2771.54,53.3,228.51,4.39,6.25,0.0,0.0,Nick Foster,USA,Male,3:38.82,1500m,1,4.95,52,21148731
NICO BOKETTA,757.8,16.84,55.25277777777778,1.2278395061728395,0.0,0.0,0.0,Nico Boketta,CZE,Male,1:46.74|3:37.28,800m|1500m,2,4.374725081375914,45,81785282
NICOLAS NAVARRO,5185.57,99.72,375.07,7.21,57.86,0.0,0.0,Nicolas Navarro,FRA,Male,2:09:56,Full,1,4.34,52,2966441
NIELS LAROS,43.1,0.83,2.17,0.04,0.0,0.0,0.0,Niels Laros,NED,Male,1:46.04|3:29.54,800m|1500m,2,3.02,52,29900318
NILS VOIGT,3454.48,66.43,227.27,4.37,0.15,0.0,0.0,Nils Voigt,GER,Male,27:41.92,10000m,1,3.95,52,18934439
NOAH BALTUS,2642.0,50.81,195.52,3.76,18.98,0.0,0.0,Noah Baltus,NED,Male,3:34.66,1500m,1,4.44,52,33082169
NOAH SCHUTTE,5747.0,110.52,393.41,7.57,59.65,0.0,0.0,Noah Schutte,NED,Male,27:58.80,10000m,1,4.11,52,1019940
OLE HESSELBJERG,3952.69,76.01,269.53,5.18,0.0,0.0,0.0,Ole Hesselbjerg,DEN,Male,8:25.58,3000m Steeple,1,4.09,52,18305409
OLE JAKOB SOLBU,2508.81,48.25,252.96,4.86,0.0,0.0,0.0,Ole Jakob Solbu,NOR,Male,1:45.55,800m,1,6.05,52,34827695
OLGA NYZHNYK,5767.53,110.91,430.91,8.29,0.0,0.0,0.0,Olga Nyzhnyk,UKR,Female,2:31:24,Full,1,4.48,52,59301037
OLIN HACKER,5637.13,108.41,432.46,8.32,16.87,0.0,0.0,Olin Hacker,USA,Male,3:36.43|13:08.76,1500m|5000m,2,4.6,52,26841392
OLIVIA BAKER,311.8579052,6.930175671111111,28.308055555555555,0.6290679012345679,0.0,0.0,7.5744444444444445,Olivia Baker,USA,Female,1:58.95,800m,1,5.446337274163584,45,89673875
OLIVIA MARKEZICH,3624.475081,80.5438906888889,273.47333333333336,6.0771851851851855,1.2908333333333333,0.0,0.0,Olivia Markezich,USA,Female,4:07.43|9:14.67|15:23.14,1500m|3000m Steeple|5000m,3,4.527110721774611,45,63449551
OLIVIER DESMEULES,2651.43,50.99,205.86,3.96,0.0,0.0,0.0,Olivier Desmeules,CAN,Male,1:47.40,800m,1,4.66,52,26104963
OSAMA ZOGHLAMI,3990.841332,88.68536293333334,267.9713888888889,5.95491975308642,4.183333333333334,0.0,0.0,Osama Zoghlami,ITA,Male,8:19.54,3000m Steeple,1,4.028795433286681,45,109059136
PARKER STOKES,3843.2,73.91,272.98,5.25,0.0,0.0,0.0,Parker Stokes,USA,Male,8:24.58,3000m Steeple,1,4.26,52,58499394
PARKER WOLFE,44.56,0.86,2.75,0.05,0.0,0.0,0.0,Parker Wolfe,USA,Male,3:36.25|13:10.75,1500m|5000m,2,3.71,52,48545297
PARUL CHAUDHARY,52.34,1.01,8.63,0.17,0.0,0.0,0.0,Parul Chaudhary,IND,Female,9:23.39|15:10.68|32:02.08,3000m Steeple|5000m|10000m,3,9.89,52,27786043
PATRICK KIPROP,995.8756854,22.130570786666667,65.80833333333334,1.4624074074074076,0.0,0.0,1.4166666666666667,Patrick Kiprop,KEN,Male,13:27.55|28:14.77,5000m|10000m,2,3.964852298220394,45,75222533
PAULO ROBERTO PAULA,1097.2801988,24.384004417777778,67.25777777777778,1.494617283950617,0.0,0.0,0.0,Paulo Roberto Paula,BRA,Male,2:13:11,Full,1,3.677699343412837,45,95919245
PEDRO GOMEZ,2990.21,57.5,259.97,5.0,102.62,0.0,0.0,Pedro Gomez,ARG,Male,2:10:39,Full,1,5.22,52,24304109
PETER HERZOG,934.91,17.98,59.91,1.15,4.68,0.0,0.0,Peter Herzog,AUT,Male,2:12:08,Full,1,3.84,52,17046618
PETER LYNCH,4201.31,80.79,292.67,5.63,18.78,0.0,0.0,Peter Lynch,IRL,Male,27:49.30,10000m,1,4.18,52,25760238
PETER SMITH,2747.02,52.83,270.02,5.19,57.43,0.0,0.0,Peter Smith,USA,Male,3:39.23,1500m,1,5.9,52,37674562
PIETER SISK,2073.35,39.87,138.57,2.66,0.0,0.0,0.0,Pieter Sisk,BEL,Male,1:43.48|3:36.57,800m|1500m,2,4.01,52,28540939
QUENTIN TISON,9.33,0.18,0.8,0.02,1.47,0.0,0.0,Quentin Tison,FRA,Male,3:37.12,1500m,1,5.17,52,48696680
RACHEL SMITH,3998.59,76.9,558.99,10.75,3.01,0.0,0.0,Rachel Smith,USA,Female,4:11.28|15:03.24|31:04.02,1500m|5000m|10000m,3,8.39,52,19848564
RAPHAEL PALLITSCH,757.46,14.57,53.11,1.02,10.26,0.0,0.0,Raphael Pallitsch,AUT,Male,3:33.59,1500m,1,4.21,52,17172793
REBECCA BASSETT,933.57,17.95,100.64,1.94,0.0,0.0,0.0,Rebecca Bassett,CAN,Female,15:32.42,5000m,1,6.47,52,53421784
REBECCA MEHRA,2677.85,51.5,206.89,3.98,0.0,0.0,0.0,Rebecca Mehra,USA,Female,4:12.56,1500m,1,4.64,52,26047857
REED FISCHER,6679.47,128.45,453.82,8.73,2.37,0.0,0.0,Reed Fischer,USA,Male,1:01:58|2:10:14,Half|Full,2,4.08,52,22433281
REGAN YEE,6466.08,124.35,530.65,10.2,2.18,0.0,0.0,Regan Yee,CAN,Female,4:07.80|9:26.12|15:01.84,1500m|3000m Steeple|5000m,3,4.92,52,11328161
REMYO TIELSEMA,6284.43,120.85,413.76,7.96,2.68,0.0,0.0,Remyo Tielsema,NED,Male,2:12:42,Full,1,3.95,52,7075179
RICHARD RINGER,705.07,13.56,39.23,0.75,7.07,0.0,0.0,Richard Ringer,GER,Male,1:02:01|2:09:18,Half|Full,2,3.34,52,13557908
RILEY FLEMINGTON,3570.47,68.66,272.74,5.25,19.47,0.0,0.0,Riley Flemington,CAN,Male,3:40.52,1500m,1,4.58,52,54943881
ROB MCMANUS,531.52,10.22,47.44,0.91,9.32,0.0,0.0,Rob Mcmanus,USA,Male,8:29.58,3000m Steeple,1,5.36,52,19061864
ROB NAPOLITANO,417.78,8.03,28.35,0.55,0.0,0.0,0.0,Rob Napolitano,PUR,Male,3:37.33,1500m,1,4.07,52,38389393
ROBIN OESTER,1390.79,26.75,111.04,2.14,5.38,0.0,0.0,Robin Oester,SUI,Male,1:46.57,800m,1,4.79,52,47414877
ROBIN VAN RIEL,3358.43,64.59,269.45,5.18,64.9,0.0,0.0,Robin Van Riel,NED,Male,3:36.09,1500m,1,4.81,52,7320900
ROMAIN LEGENDRE,7423.35,142.76,502.48,9.66,2.14,0.0,0.0,Romain Legendre,FRA,Male,3:38.40|13:16.53,1500m|5000m,2,4.06,52,39092505
ROMAIN MORNET,4913.99,94.5,381.17,7.33,22.54,0.0,0.0,Romain Mornet,FRA,Male,3:33.98,1500m,1,4.65,52,44368138
RORY LEONARD,5532.42,106.39,367.01,7.06,0.18,0.0,0.0,Rory Leonard,GBR,Male,13:29.54|27:38.39,5000m|10000m,2,3.98,52,19686000
RORY LINKLETTER,7489.61,144.03,520.61,10.01,0.0,0.0,0.0,Rory Linkletter,CAN,Male,1:01:02|2:08:01,Half|Full,2,4.17,52,9351341
ROSE DAVIES,7814.29,150.27,559.34,10.76,0.0,0.0,0.0,Rose Davies,AUS,Female,4:06.33|14:41.65,1500m|5000m,2,4.29,52,33721882
ROXANE CLEPPE,4456.62,85.7,317.14,6.1,0.0,0.0,0.0,Roxane Cleppe,BEL,Female,1:10:39,Half,1,4.27,52,43853389
ROY HOORNWEG,2402.69,46.21,182.53,3.51,28.06,0.0,0.0,Roy Hoornweg,NED,Male,2:13:00,Full,1,4.56,52,36474939
RUBEN VERHEYDEN,3694.18,71.04,252.79,4.86,57.78,0.0,0.0,Ruben Verheyden,BEL,Male,1:45.69|3:33.40,800m|1500m,2,4.11,52,33020384
RUKEN TEK,1357.1886088,30.15974686222222,94.53861111111112,2.100858024691358,0.0,0.0,0.0,Ruken Tek,TUR,Female,9:38.94,3000m Steeple,1,4.179460857457403,45,109555080
RYAN CLARKE,2546.61,48.97,259.91,5.0,0.0,0.0,0.0,Ryan Clarke,NED,Male,1:44.70,800m,1,6.12,52,4298711
RYAN ELSTON,578.43,11.12,42.58,0.82,0.0,0.0,0.0,Ryan Elston,GBR,Male,1:47.44,800m,1,4.42,52,24411013
RYAN FORD,7498.46,144.2,517.8,9.96,0.0,0.0,0.0,Ryan Ford,USA,Male,13:30.68|27:40.80,5000m|10000m,2,4.14,52,30804228
RYOJI TATEZAWA,3687.0945004,81.93543334222223,257.35027777777776,5.718895061728395,0.0,0.0,0.0141666666666666,Ryoji Tatezawa,JPN,Male,3:36.68,1500m,1,4.187854871902937,45,114820846
RYU TAKAKU,370.41,7.12,19.34,0.37,0.0,0.0,0.0,Ryu Takaku,JPN,Male,2:10:52,Full,1,3.13,52,59722793
RÉMI SCHYNS,1259.83,24.23,90.77,1.75,4.94,0.0,0.0,Rémi Schyns,BEL,Male,8:18.95,3000m Steeple,1,4.32,52,23384343
SADIE ENGELHARDT,107.73,2.07,8.55,0.16,0.0,0.0,0.0,Sadie Engelhardt,USA,Female,4:08.86,1500m,1,4.76,52,47153030
SAGE HURTA-KLECKER,5106.99,98.21,387.11,7.44,6.17,0.0,0.0,Sage Hurta-Klecker,USA,Female,1:57.53|4:02.83,800m|1500m,2,4.55,52,59215429
SAID MECHAAL,370.7,7.13,28.48,0.55,0.0,0.0,0.0,Said Mechaal,ESP,Male,13:27.43,5000m,1,4.61,52,5797327
SALIM KEDDAR,279.49,6.210888888888889,18.0975,0.4021666666666667,0.0,0.0,0.0,Salim Keddar,ALG,Male,3:40.02,1500m,1,3.8851121685927934,45,99038751
SAM GILMAN,5114.93,98.36,362.79,6.98,1.81,0.0,0.0,Sam Gilman,USA,Male,3:35.40,1500m,1,4.26,52,16448458
SAM MCENTEE,3860.94,74.25,276.16,5.31,2.59,0.0,0.0,Sam Mcentee,AUS,Male,13:25.62,5000m,1,4.29,52,1617780
SAM PARSONS,5049.2,97.1,358.67,6.9,10.4,0.0,0.0,Sam Parsons,GER,Male,3:38.65|13:19.70,1500m|5000m,2,4.26,52,54176296
SAMUEL AUSTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samuel Austin,USA,Male,1:46.80,800m,1,,52,8140136
SAMUEL BARATA,9158.61,176.13,618.6,11.9,12.7,0.0,0.0,Samuel Barata,POR,Male,27:48.62|1:02:01|2:13:23,10000m|Half|Full,3,4.05,52,13506056
SAMUEL CHAPPLE,3375.33,64.91,255.68,4.92,35.47,0.0,0.0,Samuel Chapple,NED,Male,1:45.34|3:40.50,800m|1500m,2,4.54,52,29184441
SAMUEL TANNER,123.94,2.38,17.19,0.33,0.0,0.0,0.0,Samuel Tanner,NZL,Male,1:46.14|3:35.52,800m|1500m,2,8.32,52,3593920
SARAH BILLINGS,365.71,7.03,27.14,0.52,0.0,0.0,0.0,Sarah Billings,AUS,Female,1:58.94|3:59.59,800m|1500m,2,4.45,52,42578650
SARAH CALVERT,2521.56,48.49,193.04,3.71,57.17,0.0,0.0,Sarah Calvert,GBR,Female,4:12.22,1500m,1,4.59,52,35983960
SARAH HEALY,706.37,13.58,67.14,1.29,0.77,0.0,0.0,Sarah Healy,IRL,Female,2:00.86|3:57.46,800m|1500m,2,5.7,52,26914590
SARAH KLEIN,5413.62,104.11,375.81,7.23,0.0,0.0,0.0,Sarah Klein,AUS,Female,2:31:05,Full,1,4.17,52,55255852
SARAH MADELEINE,3382.88,65.06,258.76,4.98,1.82,0.0,0.0,Sarah Madeleine,FRA,Female,15:02.56,5000m,1,4.59,52,48797626
SARAH MCDONALD,589.58,11.34,52.81,1.02,0.0,0.0,0.0,Sarah Mcdonald,GBR,Female,4:05.32,1500m,1,5.37,52,41804724
SARAH SELLERS,2858.05,54.96,221.53,4.26,38.56,0.0,0.0,Sarah Sellers,USA,Female,2:30:17,Full,1,4.65,52,44215632
SAVANNAH BERRY,3620.47,69.62,278.16,5.35,9.35,0.0,0.0,Savannah Berry,USA,Female,2:29:17,Full,1,4.61,52,23078070
SAVANNAH SHAW,2067.68,45.94844444444444,153.92138888888888,3.4204753086419752,0.0,0.0,3.410555555555556,Savannah Shaw,USA,Female,15:29.61,5000m,1,4.466495460290439,45,132478746
SCOTT BEATTIE,7013.46,134.87,478.68,9.21,4.27,0.0,0.0,Scott Beattie,GBR,Male,3:39.71|13:19.41,1500m|5000m,2,4.1,52,18931477
SEAN DOLAN,3657.63,70.34,261.69,5.03,1.67,0.0,0.0,Sean Dolan,USA,Male,1:45.83,800m,1,4.29,52,40390930
SEAN DONOGHUE,5805.44,111.64,412.11,7.93,0.0,0.0,0.0,Sean Donoghue,IRL,Male,3:39.96,1500m,1,4.26,52,28707348
SEBASTIAN FERNANDEZ,14.6771808,0.3261595733333333,1.0975,0.0243888888888888,0.0,0.0,0.0,Sebastian Fernandez,USA,Male,1:46.32,800m,1,4.48655643732344,45,68982579
SEBASTIAN HENDEL,5355.69,102.99,350.3,6.74,13.26,0.0,0.0,Sebastian Hendel,GER,Male,2:07:33,Full,1,3.92,52,42139655
SHANE BRACKEN,2026.45,38.97,149.81,2.88,0.0,0.0,0.0,Shane Bracken,IRL,Male,3:36.94,1500m,1,4.44,52,26985879
SHANE COHEN,3344.82,64.32,230.82,4.44,7.99,0.0,0.0,Shane Cohen,USA,Male,1:44.65,800m,1,4.14,52,50765671
SHANE STREICH,3711.0092928,82.46687317333333,272.8488888888889,6.063308641975309,0.0,0.0,4.883333333333334,Shane Streich,USA,Male,1:46.91|3:40.20,800m|1500m,2,4.411450374186822,45,61783860
SHEILA CHEPKIRUI,14.162192,0.3147153777777778,2.053055555555556,0.0456234567901234,0.0,0.0,0.0,Sheila Chepkirui,KEN,Female,1:06:47|2:19:31,Half|Full,2,8.698041470793035,45,70760138
SHOGO NAKAMURA,1401.24,26.95,164.43,3.16,0.0,0.0,0.0,Shogo Nakamura,JPN,Male,28:16.20,10000m,1,7.04,52,32294430
SHUHEI YAMAMOTO,2407.35,46.3,199.94,3.85,108.78,0.0,0.0,Shuhei Yamamoto,JPN,Male,1:02:09,Half,1,4.98,52,42631475
SIGURD TVEIT,3711.2,71.37,305.68,5.88,4.13,0.0,0.0,Sigurd Tveit,NOR,Male,1:46.70|3:38.73,800m|1500m,2,4.94,52,21295355
SILAS TOO,492.57,9.47,43.91,0.84,0.0,0.0,0.0,Silas Too,KEN,Male,2:08:38,Full,1,5.35,52,31658147
SILKE JONKMAN,2194.99,42.21,161.1,3.1,15.6,0.0,0.0,Silke Jonkman,NED,Female,32:38.73,10000m,1,4.4,52,23254495
SILVIA OGGIONI,1871.5,35.99,141.22,2.72,10.76,0.0,0.0,Silvia Oggioni,ITA,Female,9:56.74,3000m Steeple,1,4.53,52,36042703
SIMON DEBOGNIES,437.42,8.41,26.69,0.51,0.0,0.0,0.0,Simon Debognies,BEL,Male,1:01:25,Half,1,3.66,52,40701290
SIMON MWANGI,420.08,8.08,54.07,1.04,0.0,0.0,0.0,Simon Mwangi,KEN,Male,1:00:43,Half,1,7.72,52,37868862
SONDRE NORDSTAD MOEN,169.81,3.27,8.68,0.17,0.0,0.0,0.0,Sondre Nordstad Moen,NOR,Male,1:00:11|2:11:39,Half|Full,2,3.07,52,14983457
SOPHIE NOVAK,3251.1242944,72.24720654222223,248.9813888888889,5.53291975308642,0.0,0.0,0.0,Sophie Novak,USA,Female,9:40.54,3000m Steeple,1,4.594989911356289,45,124968948
SOPHIE O'SULLIVAN,5060.97,97.33,372.84,7.17,46.9,0.0,0.0,Sophie O'Sullivan,IRL,Female,2:00.28|4:00.23,800m|1500m,2,4.42,52,10444014
STAN NIESTEN,4595.22,88.37,298.27,5.74,100.78,0.0,0.0,Stan Niesten,NED,Male,1:02:09|2:10:10,Half|Full,2,3.89,52,11157470
STEFAN NILLESSEN,626.0010732000001,13.911134960000002,46.30388888888889,1.0289753086419753,0.0,0.0,0.0,Stefan Nillessen,NED,Male,3:30.75,1500m,1,4.43806480894917,45,93170673
STEPHEN EVANS,76.7,1.48,9.87,0.19,0.0,0.0,0.0,Stephen Evans,CAN,Male,1:47.39,800m,1,7.72,52,3941512
SVETLANA APLACHKINA,6723.28,129.29,538.3,10.35,16.48,0.0,0.0,Svetlana Aplachkina,RUS,Female,2:03.08|4:02.71|15:18.81,800m|1500m|5000m,3,4.8,52,29862838
SYDNEY STEELY,1777.58,34.18,154.4,2.97,0.53,0.0,0.0,Sydney Steely,USA,Female,2:02.19,800m,1,5.21,52,27064583
TAI DINGER,5070.67,97.51,366.43,7.05,1.25,0.0,0.0,Tai Dinger,USA,Male,13:23.34,5000m,1,4.34,52,17175025
TAKASHI SOMA,1262.8008178,28.062240395555555,117.8472222222222,2.618827160493827,0.0,0.0,30.854444444444447,Takashi Soma,JPN,Male,1:01:53|2:10:46,Half|Full,2,5.5993259060853715,45,68238567
TANJA SPILL,2648.29,50.93,213.99,4.12,15.26,0.0,0.0,Tanja Spill,GER,Female,2:02.92,800m,1,4.85,52,34058082
TANNER MAIER,3222.29,61.97,235.49,4.53,4.28,0.0,0.0,Tanner Maier,USA,Male,3:37.82,1500m,1,4.38,52,28193745
TEBELLO RAMAKONGOANA,3969.0830552,88.2018456711111,280.2636111111111,6.2280802469135805,0.0,0.0,0.0,Tebello Ramakongoana,LES,Male,1:00:17|2:07:58,Half|Full,2,4.23670062651771,45,134237562
THOMAS BRIDGER,3925.0,75.48,285.99,5.5,5.0,0.0,0.0,Thomas Bridger,GBR,Male,3:40.34,1500m,1,4.37,52,45537525
THOMAS DE BOCK,2098.26,40.35,132.69,2.55,0.0,0.0,0.0,Thomas De Bock,BEL,Male,2:10:45,Full,1,3.79,52,52304194
THOMAS PIQUART,3612.36,69.47,263.13,5.06,2.88,0.0,0.0,Thomas Piquart,FRA,Male,3:37.16,1500m,1,4.37,52,45191607
TIARNAN CRORKEN,1685.5,32.41,120.07,2.31,0.0,0.0,0.0,Tiarnan Crorken,GBR,Male,1:45.58,800m,1,4.27,52,19479777
TIM MCINERNEY,826.53,15.89,56.63,1.09,2.1,0.0,0.0,Tim Mcinerney,USA,Male,1:46.63,800m,1,4.11,52,24687367
TIM VINCENT,716.9,13.79,45.23,0.87,0.0,0.0,0.0,Tim Vincent,AUS,Male,1:02:01|2:09:40,Half|Full,2,3.79,52,41839883
TIMO BENITZ,2959.22,56.91,214.29,4.12,2.66,0.0,0.0,Timo Benitz,GER,Male,3:39.96,1500m,1,4.34,52,55489425
TINODA MATSATSA,2447.65,47.07,178.28,3.43,1.07,0.0,0.0,Tinoda Matsatsa,USA,Male,1:45.12,800m,1,4.37,52,43648976
TOBY GILLEN,5850.35,112.51,392.83,7.55,0.0,0.0,0.0,Toby Gillen,AUS,Male,13:28.81,5000m,1,4.03,52,7774046
TOM ANDERSON,6259.12,120.37,401.96,7.73,0.0,0.0,0.0,Tom Anderson,GBR,Male,1:02:00,Half,1,3.85,52,11747326
TOM DODD,3598.83,69.21,263.46,5.07,13.65,0.0,0.0,Tom Dodd,GBR,Male,3:38.21,1500m,1,4.39,52,36750101
TOM HENDRIKSE,1141.05,21.94,68.29,1.31,5.27,0.0,0.0,Tom Hendrikse,NED,Male,2:11:07,Full,1,3.59,52,6579855
TONY VAN DIEPEN,117.28,2.26,8.05,0.15,29.01,0.0,0.0,Tony Van Diepen,NED,Male,1:44.85,800m,1,4.12,52,18055756
TRAVIS MAHONEY,3661.42,70.41,267.27,5.14,4.92,0.0,0.0,Travis Mahoney,USA,Male,8:20.91|13:19.09,3000m Steeple|5000m,2,4.38,52,33180931
TUĞBA GÜVENÇ,3207.29,61.68,256.15,4.93,0.0,0.0,0.0,Tuğba Güvenç,TUR,Female,9:38.71,3000m Steeple,1,4.79,52,51425538
TYLER BILYARD,4188.56,80.55,319.36,6.14,6.09,0.0,0.0,Tyler Bilyard,GBR,Male,3:38.02,1500m,1,4.57,52,39319235
TYLER WIRTH,3869.93,74.42,272.68,5.24,0.0,0.0,0.0,Tyler Wirth,USA,Male,3:39.58,1500m,1,4.23,52,49103935
VALENTIN BRESC,2686.52,51.66,197.16,3.79,0.51,0.0,0.0,Valentin Bresc,FRA,Male,3:39.12|8:27.80,1500m|3000m Steeple,2,4.4,52,56092465
VANESSA WILSON,3.04,0.0675555555555555,0.2175,0.0048333333333333,0.0,0.0,0.0,Vanessa Wilson,AUS,Female,2:28:34,Full,1,4.292763157894737,45,82773562
VICTOR KIMUTAI,2671.3273726,59.36283050222222,198.28861111111112,4.406413580246914,0.0,0.0,0.0,Victor Kimutai,KEN,Male,13:23.60|28:04.93,5000m|10000m,2,4.453709713267761,45,81506583
VICTOR KIPLIMO,3093.6503754,68.74778612,254.3961111111111,5.653246913580247,0.0,0.0,0.0,Victor Kiplimo,KEN,Male,2:09:58,Full,1,4.93390164190519,45,107990522
VIOLA CHEPNGENO,1165.9990168,25.91108926222222,92.7688888888889,2.061530864197531,0.0,0.0,0.0,Viola Chepngeno,KEN,Female,15:31.17|1:06:43|1:11:28|2:23:23,5000m|Half|Full,4,4.773703282022643,45,113122040
WALEED SULIMAN,3767.03,72.44,273.2,5.25,11.09,0.0,0.0,Waleed Suliman,USA,Male,3:33.82,1500m,1,4.35,52,40298930
WES FERGUSON,1915.92,36.84,134.92,2.59,0.34,0.0,0.0,Wes Ferguson,USA,Male,1:45.06,800m,1,4.23,52,49565163
WILL BARNICOAT,3096.42,59.55,233.32,4.49,0.0,0.0,0.0,Will Barnicoat,GBR,Male,13:19.66,5000m,1,4.52,52,24725900
WILLIAM BATTERSHILL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,William Battershill,GBR,Male,8:21.83,3000m Steeple,1,,52,46695698
YAGO ROJO,4947.84,95.15,321.46,6.18,62.92,0.0,0.0,Yago Rojo,ESP,Male,2:12:43,Full,1,3.9,52,19813496
YASEEN ABDALLA,62.02,1.19,3.28,0.06,0.0,0.0,0.0,Yaseen Abdalla,SUD,Male,2:11:41,Full,1,3.18,52,17721663
YASSIN BOUIH,1632.35,31.39,113.44,2.18,0.0,0.0,0.0,Yassin Bouih,ITA,Male,8:18.37,3000m Steeple,1,4.17,52,23911697
YAZMINE WRIGHT,900.39,17.32,69.35,1.33,0.0,0.0,0.0,Yazmine Wright,USA,Female,4:10.34|15:30.60,1500m|5000m,2,4.62,52,44564763
YOANN KOWAL,5566.8,107.05,428.4,8.24,11.25,0.0,0.0,Yoann Kowal,FRA,Male,3:39.10|8:30.70|13:18.85,1500m|3000m Steeple|5000m,3,4.62,52,8483601
YOLANDA NGARAMBE,44.6913718,0.9931415955555556,3.330277777777778,0.0740061728395061,0.0,0.0,0.0,Yolanda Ngarambe,SWE,Female,2:01.32|4:04.50,800m|1500m,2,4.471034533486096,45,101704901
YOUSSEF BENZAMIA,2196.3145782,48.80699062666667,161.5336111111111,3.5896358024691355,0.0,0.0,0.0,Youssef Benzamia,FRA,Male,1:45.93|3:40.43,800m|1500m,2,4.41285449856177,45,60155357
YUKI TSUTSUMI,209.46,4.03,22.38,0.43,9.79,0.0,0.0,Yuki Tsutsumi,JPN,Male,1:02:05,Half,1,6.41,52,15008982
YUKICHI ISHII,1444.5274906,32.10061090222222,111.07611111111112,2.468358024691358,0.0,0.0,0.0,Yukichi Ishii,JPN,Male,1:46.22,800m,1,4.61366551348806,45,103535340
YUSUKE NISHIYAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yusuke Nishiyama,JPN,Male,28:08.53|1:01:13|2:06:31,10000m|Half|Full,3,,52,44331112
ZACH PANNING,8383.04,161.21,536.77,10.32,2.84,0.0,0.0,Zach Panning,USA,Male,28:08.85|2:09:16,10000m|Full,2,3.84,52,26837949
ZALEN NELSON,0.80467,0.0178815555555555,0.0302777777777777,0.0006728395061728,0.0,0.0,0.0,Zalen Nelson,TTO,Male,1:47.41,800m,1,2.2576542764942977,45,60178349
ZIAD AUDAH,638.6,12.28,70.83,1.36,0.0,0.0,0.0,Ziad Audah,BEL,Male,3:37.74,1500m,1,6.65,52,35097302
ZOUHAIR TALBI,238.3754408,5.297232017777778,15.700833333333334,0.3489074074074074,0.0,0.0,0.0,Zouhair Talbi,MAR,Male,1:00:41|2:06:39,Half|Full,2,3.951959131521405,45,73380869
ÉMILE TOUPIN,4010.19,77.12,310.2,5.97,0.0,0.0,0.0,Émile Toupin,CAN,Male,3:39.15,1500m,1,4.64,52,40541312
