,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,9588583,Joey Berriatua,10559834752,Lunch Run,,2024-01-14 19:40:50+00:00,3991,Run,,9.21,7.22,1h 6m
1,9588583,Joey Berriatua,10553735148,Evening Run,,2024-01-14 01:01:03+00:00,2251,Run,,5.0,7.5,37m 31s
2,9588583,Joey Berriatua,10552271182,USA XC prep 🥩,"2400, 2k, 1600, 1200, 1k, 800, 3x400
2 min rest up to 1200 rep, 2:30 after 1k + 800, 70s after 400s
Refer to sheet for approximate splits/ paces. Treadmill only goes to 12.5 mph (4:48/mile)",2024-01-13 17:51:19+00:00,4800,Run,,12.1,6.62,1h 20m
3,9588583,Joey Berriatua,10546656402,Afternoon Run,,2024-01-12 22:37:17+00:00,3117,Run,"Boulder County, USA",4.0,7.18,28m 47s
4,9588583,Joey Berriatua,10546663000,Morning Run,,2024-01-12 15:59:28+00:00,3900,Run,"Longmont, USA",9.0,7.13,1h 4m
5,9588583,Joey Berriatua,10539970293,Afternoon Run,,2024-01-11 20:08:01+00:00,3851,Run,"Longmont, USA",9.25,6.93,1h 4m
6,9588583,Joey Berriatua,10539119383,Dill training,He did good today. Lots of dogs. His best friend is a pitbull bully named Champ,2024-01-11 16:59:50+00:00,3242,Walk,"Frederick, USA",0.41,,12m 39s
7,9588583,Joey Berriatua,10539116620,Evening Run,,2024-01-11 01:24:18+00:00,1351,Run,,3.0,7.5,22m 31s
8,9588583,Joey Berriatua,10532266300,Treddy session,"6x2k @ threshold (5:15-5:10) + 5x1 min a little faster (12 mph @ 3.5% incline)
I am a stanky boy
Fueled by my past cc The Feed",2024-01-10 16:10:24+00:00,5689,Run,,14.25,5.97,1h 25m
9,9588583,Joey Berriatua,10527925233,Afternoon Run,,2024-01-09 23:30:14+00:00,2042,Run,"Longmont, USA",4.67,7.0,32m 43s
10,9588583,Joey Berriatua,10526182317,Morning Run,,2024-01-09 16:45:39+00:00,5321,Run,"Boulder County, USA",9.5,7.07,1h 7m
11,9588583,Joey Berriatua,10519377595,Morning Run,Back down the mountain,2024-01-08 17:15:06+00:00,4220,Run,"Boulder, USA",10.01,6.78,1h 7m
12,9588583,Joey Berriatua,10603937800,Lunch Run,,2024-01-21 19:01:17+00:00,4483,Run,"Longmont, USA",10.12,6.92,1h 10m
13,9588583,Joey Berriatua,10597164070,Afternoon Run,,2024-01-20 20:43:44+00:00,1382,Run,"Hanover County, USA",3.0,7.67,23m 2s
14,9588583,Joey Berriatua,10597021273,USA XC,"18th overall. Disappointing day. Ran into an illness early last week and thought I was recovered, but maybe not. Back and ribs cramping 2k in and I couldn’t shake it. Really thought I had a shot to make a world team here. On to the next one. BU Valentine 5k Feb. 9.",2024-01-20 19:49:57+00:00,1840,Run,"Hanover County, USA",6.41,4.78,30m 40s
15,9588583,Joey Berriatua,10596777447,Afternoon Run,,2024-01-20 19:00:20+00:00,1263,Run,"Hanover County, USA",2.88,7.12,20m 32s
16,9588583,Joey Berriatua,10594545284,Morning Run,,2024-01-20 13:38:30+00:00,976,Run,"Richmond, USA",2.0,7.85,15m 46s
17,9588583,Joey Berriatua,10590407866,USXC premeet,Bones feel good,2024-01-19 19:59:43+00:00,3604,Run,"Hanover County, USA",5.59,7.02,39m 15s
18,9588583,Joey Berriatua,10582893100,Morning Run,,2024-01-18 15:16:19+00:00,3220,Run,"Longmont, USA",7.19,7.1,51m 0s
19,9588583,Joey Berriatua,10578969276,US XC Tuneup,Super secret pre race workout intellectual property key to success fountain of youth type work never will be revealed,2024-01-17 21:27:32+00:00,4941,Run,"Boulder County, USA",9.03,6.43,58m 7s
20,9588583,Joey Berriatua,10577023929,Flu game no mo,"Ran into a little bit of an illness Sunday afternoon, so took last couple of days easy. USXC tuneup in PM",2024-01-17 16:06:23+00:00,1372,Run,"Longmont, USA",3.09,7.18,22m 11s
21,9588583,Joey Berriatua,10577024807,Afternoon Run,,2024-01-16 22:58:42+00:00,1624,Run,"Longmont, USA",3.11,7.72,24m 2s
22,9588583,Joey Berriatua,10564396351,Morning Run,,2024-01-15 17:32:27+00:00,1914,Run,,4.24,7.52,31m 54s
23,9588583,Joey Berriatua,10649639432,Lunch Run,,2024-01-28 18:09:24+00:00,3738,Run,"Longmont, USA",8.64,7.07,1h 1m
24,9588583,Joey Berriatua,10643323172,Afternoon Run,,2024-01-27 23:06:49+00:00,2551,Run,"Lagerman Agricultural Preserve, USA",6.0,6.98,41m 57s
25,9588583,Joey Berriatua,10641782243,Morning Run,,2024-01-27 16:13:48+00:00,7114,Run,"Boulder County, USA",11.32,7.3,1h 22m
26,9588583,Joey Berriatua,10635995137,Afternoon Run,,2024-01-26 23:00:50+00:00,2196,Run,"Longmont, USA",5.08,7.0,35m 36s
27,9588583,Joey Berriatua,10634328883,Morning Run,,2024-01-26 15:58:11+00:00,5782,Run,"Boulder County, USA",10.0,7.12,1h 11m
28,9588583,Joey Berriatua,10629549966,Afternoon Run,,2024-01-25 20:53:26+00:00,3048,Run,"Longmont, USA",7.01,6.97,48m 50s
29,9588583,Joey Berriatua,10628713402,Dill training,He crushed it,2024-01-25 16:59:29+00:00,3388,Walk,"Frederick, USA",0.44,,15m 21s
30,9588583,Joey Berriatua,10623769185,20x400,My butt hurts,2024-01-24 22:28:02+00:00,5285,Run,"Boulder County, USA",10.0,6.1,1h 1m
31,9588583,Joey Berriatua,10621455973,10x1k,,2024-01-24 15:18:33+00:00,5162,Run,"Louisville, USA",11.56,6.08,1h 10m
32,9588583,Joey Berriatua,10617304826,Afternoon Run,,2024-01-23 23:44:45+00:00,2267,Run,"Longmont, USA",5.01,7.02,35m 9s
33,9588583,Joey Berriatua,10615230577,Morning Run,,2024-01-23 15:23:00+00:00,4200,Run,,10.1,6.93,1h 10m
34,9588583,Joey Berriatua,10608394725,Morning Run,,2024-01-22 16:16:01+00:00,4363,Run,"Boulder, USA",10.26,6.82,1h 10m
35,9588583,Joey Berriatua,11078343746,Another bingo bongo let’s go Broncos run,With Johno,2024-03-31 15:42:52+00:00,5944,Run,"Woodside, USA",14.04,6.68,1h 33m
36,9588583,Joey Berriatua,11071243808,Morning Run,,2024-03-30 16:49:17+00:00,3881,Run,"Belmont, USA",9.02,7.02,1h 3m
37,9588583,Joey Berriatua,11066026074,Evening Run,,2024-03-30 03:55:09+00:00,904,Run,"Santa Clara County, USA",2.03,7.4,15m 4s
38,9588583,Joey Berriatua,11065993886,5k pacing,8:50 through 3200,2024-03-30 03:16:34+00:00,614,Run,"Santa Clara County, USA",2.08,4.22,8m 49s
39,9588583,Joey Berriatua,11065899292,Evening Run,,2024-03-30 02:43:49+00:00,877,Run,"Santa Clara County, USA",2.03,7.17,14m 37s
40,9588583,Joey Berriatua,11065836198,Evening Run,,2024-03-30 02:11:49+00:00,453,Run,"Santa Clara County, USA",1.0,7.52,7m 33s
41,9588583,Joey Berriatua,11069812378,Stanford Invite steeple,"8:39.88 for 5th in season opener.
Want to focus on competing and kind of did that here. Glad I got to race back home and dust the cobwebs of racing a steeple again. Looking forward to more, but plenty to work on!",2024-03-30 01:45:52+00:00,519,Run,,1.86,4.63,8m 39s
42,9588583,Joey Berriatua,11065687212,Afternoon Run,,2024-03-30 00:49:02+00:00,1297,Run,"Santa Clara County, USA",3.15,6.68,21m 5s
43,9588583,Joey Berriatua,11064404312,Shakey shake,,2024-03-29 19:58:12+00:00,921,Run,,2.0,7.67,15m 21s
44,9588583,Joey Berriatua,11056966094,Morning Run,Premeet with the Bongos,2024-03-28 17:17:03+00:00,5311,Run,"Santa Clara, USA",7.12,7.13,50m 51s
45,9588583,Joey Berriatua,11051716126,Back in the bay,Isaac Updike’s favorite running spot in the world,2024-03-27 20:28:16+00:00,3789,Run,"San Francisco Peninsula Watershed, USA",9.01,6.83,1h 1m
46,9588583,Joey Berriatua,11045083071,Afternoon Run,,2024-03-26 22:15:04+00:00,1948,Run,"Longmont, USA",4.32,6.95,30m 0s
47,9588583,Joey Berriatua,11043416965,"4x800, 4x400, 1600","Stanford tuneup
2:19-2:17
62-59
4:56",2024-03-26 14:58:59+00:00,5245,Run,"Boulder County, USA",10.04,6.3,1h 3m
48,9588583,Joey Berriatua,11038186599,Afternoon Run,,2024-03-25 22:35:27+00:00,2161,Run,"Longmont, USA",5.16,6.78,35m 1s
49,9588583,Joey Berriatua,11035562894,Morning Run,,2024-03-25 14:37:38+00:00,3911,Run,,9.35,6.95,1h 5m
50,9588583,Joey Berriatua,11130042336,Lunch Run,,2024-04-07 17:49:21+00:00,4183,Run,"Longmont, USA",9.72,7.03,1h 8m
51,9588583,Joey Berriatua,11123083247,Evening Run,,2024-04-07 00:30:12+00:00,2145,Run,,5.0,7.15,35m 45s
52,9588583,Joey Berriatua,11120931016,Vibes today,"Windy as all heck 
1k, 2x200 warmup
4x1k @ all out
6x300 faster than all out",2024-04-06 14:42:47+00:00,5900,Run,"Boulder County, USA",11.0,6.47,1h 11m
53,9588583,Joey Berriatua,11114899514,Afternoon Run,,2024-04-05 22:15:29+00:00,2141,Run,"Longmont, USA",5.04,6.98,35m 13s
54,9588583,Joey Berriatua,11113214284,Morning Run,,2024-04-05 15:06:12+00:00,5887,Run,"Boulder County, USA",10.01,6.98,1h 9m
55,9588583,Joey Berriatua,11107904365,Afternoon Run,,2024-04-04 20:05:20+00:00,3016,Run,"Longmont, USA",7.0,6.92,48m 30s
56,9588583,Joey Berriatua,11106556685,Dill training,"CRAZY DAY
dogs everywhere.
Dill did great",2024-04-04 16:02:26+00:00,2975,Walk,"Frederick, USA",0.23,,7m 11s
57,9588583,Joey Berriatua,11101891335,PM Threshold,"24x400
72-67",2024-04-03 23:26:02+00:00,4895,Run,"Boulder County, USA",11.02,5.9,1h 5m
58,9588583,Joey Berriatua,11099032637,AM Threshold,"10x1k 3:10-3:01
Too fast need to slow down at DM 
Fig and I fueled by The Feed",2024-04-03 14:48:33+00:00,5232,Run,"Louisville, USA",11.55,6.07,1h 10m
59,9588583,Joey Berriatua,11094370380,Ween walk,,2024-04-02 23:05:34+00:00,1721,Walk,"Longmont, USA",1.3,,26m 1s
60,9588583,Joey Berriatua,11094113820,Afternoon Run,,2024-04-02 22:14:54+00:00,1847,Run,"Longmont, USA",4.38,6.85,30m 0s
61,9588583,Joey Berriatua,11092921077,Morning Run,,2024-04-02 16:18:30+00:00,5527,Run,"Boulder County, USA",9.24,7.03,1h 5m
62,9588583,Joey Berriatua,11085120948,Morning Run,,2024-04-01 16:22:43+00:00,2520,Run,"San Carlos, USA",6.0,6.95,41m 42s
63,9588583,Joey Berriatua,11183277548,Puresport shakeout,Good vibrations all around,2024-04-14 13:56:43+00:00,5711,Run,"Boston, USA",6.25,8.35,52m 18s
64,9588583,Joey Berriatua,11172016583,Morning Run,,2024-04-13 12:53:18+00:00,1857,Run,"Boston, USA",4.06,7.4,30m 7s
65,9588583,Joey Berriatua,11171545761,BAA 5k - 8th 13:52,"Wanted to race with conviction and confidence, and I did that, just in the front into a headwind for the first 2 miles. Didn’t quite have the big surge the last mile that everyone in front of me had. Need to be even more patient, because it’s all there.",2024-04-13 12:03:06+00:00,837,Run,"Boston, USA",3.13,4.45,13m 56s
66,9588583,Joey Berriatua,11171067371,Morning Run,,2024-04-13 11:11:40+00:00,1315,Run,"Boston, USA",3.0,7.27,21m 51s
