,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,36760710,Luke McCann,12592605162,Afternoon Run,,2024-10-06 15:45:04+00:00,2634,Run,"Sankt Moritz, Switzerland",6.28,6.82,42m 51s
1,36760710,Luke McCann,12643582541,Morning Run,,2024-10-13 08:05:43+00:00,3928,Run,"Sankt Moritz, Switzerland",9.35,6.98,1h 5m
2,36760710,Luke McCann,12635848612,Lunch Run,,2024-10-12 09:57:05+00:00,584,Run,"Celerina/Schlarigna, Switzerland",1.24,7.82,9m 44s
3,36760710,Luke McCann,12635848346,Morning Run,,2024-10-12 08:58:18+00:00,1993,Run,"Celerina/Schlarigna, Switzerland",5.79,5.73,33m 12s
4,36760710,Luke McCann,12635845380,Morning Run,,2024-10-12 08:20:44+00:00,863,Run,"Celerina/Schlarigna, Switzerland",1.89,7.57,14m 23s
5,36760710,Luke McCann,12630804194,Evening Run,,2024-10-11 16:19:30+00:00,565,Run,"Sankt Moritz, Switzerland",1.24,7.57,9m 25s
6,36760710,Luke McCann,12630803871,Evening Run,,2024-10-11 16:06:56+00:00,552,Run,"Sankt Moritz, Switzerland",0.88,10.1,8m 57s
7,36760710,Luke McCann,12630803580,Afternoon Run,,2024-10-11 15:18:14+00:00,824,Run,"Sankt Moritz, Switzerland",1.87,7.33,13m 44s
8,36760710,Luke McCann,12627262923,Morning Run,,2024-10-11 07:32:40+00:00,2137,Run,"Sankt Moritz, Switzerland",4.97,7.15,35m 37s
9,36760710,Luke McCann,12623452177,Afternoon Elliptical,,2024-10-10 15:50:33+00:00,3600,Elliptical,,1.0,,
10,36760710,Luke McCann,12620023402,Lunch Run,,2024-10-10 09:32:27+00:00,553,Run,,1.24,7.42,9m 13s
11,36760710,Luke McCann,12620023134,Morning Run,,2024-10-10 08:56:54+00:00,1720,Run,,5.06,5.67,28m 40s
12,36760710,Luke McCann,12620022480,Morning Run,,2024-10-10 08:34:23+00:00,831,Run,,1.86,7.43,13m 51s
13,36760710,Luke McCann,12612853252,Lunch Elliptical,,2024-10-09 09:25:16+00:00,3607,Elliptical,,1.0,,134 bpm
14,36760710,Luke McCann,12612853247,Morning Run,,2024-10-09 08:04:38+00:00,2789,Run,"Sankt Moritz, Switzerland",6.22,7.23,44m 58s
15,36760710,Luke McCann,12608619692,Afternoon Swim,,2024-10-08 15:40:47+00:00,3215,Swim,,1.0,,1:55 /100yd
16,36760710,Luke McCann,12605368797,Morning Run,,2024-10-08 08:04:15+00:00,2698,Run,"Sankt Moritz, Switzerland",6.21,7.15,44m 29s
17,36760710,Luke McCann,12597289899,Morning Run,,2024-10-07 07:34:52+00:00,2603,Run,"Sankt Moritz, Switzerland",6.23,6.95,43m 17s
18,36760710,Luke McCann,12698520009,Morning Run,,2024-10-20 07:33:08+00:00,4680,Run,"Sankt Moritz, Switzerland",11.18,6.8,1h 16m
19,36760710,Luke McCann,12698517505,Evening Ride,,2024-10-19 16:17:36+00:00,3600,Ride,,1.0,,
20,36760710,Luke McCann,12691958067,Afternoon Run,,2024-10-19 11:07:45+00:00,554,Run,,1.24,7.43,9m 14s
21,36760710,Luke McCann,12691957881,Lunch Run,,2024-10-19 10:17:17+00:00,2498,Run,,6.43,6.47,41m 38s
22,36760710,Luke McCann,12691957325,Lunch Run,,2024-10-19 09:35:32+00:00,831,Run,,1.86,7.43,13m 51s
23,36760710,Luke McCann,12686080543,Afternoon Run,,2024-10-18 15:46:22+00:00,584,Run,"Sankt Moritz, Switzerland",1.24,7.83,9m 44s
