,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,47231766,Ignacio Erario,10512567852,Morning Run,,2024-01-07 13:52:56+00:00,623,Run,"Ciudad de Mendoza, Argentina",1.24,8.25,10m 16s
1,47231766,Ignacio Erario,10512567473,Morning Run,,2024-01-07 12:21:29+00:00,5054,Run,"Ciudad de Mendoza, Argentina",13.67,5.63,1h 17m
2,47231766,Ignacio Erario,10512565759,Morning Run,,2024-01-07 11:59:18+00:00,554,Run,"Ciudad de Mendoza, Argentina",1.25,7.38,9m 14s
3,47231766,Ignacio Erario,10512565390,Evening Run,,2024-01-06 23:03:47+00:00,3771,Run,"Ciudad de Mendoza, Argentina",8.08,7.23,58m 25s
4,47231766,Ignacio Erario,10502360021,Evening Run,,2024-01-05 23:03:19+00:00,1275,Run,"Salta, Argentina",2.86,7.0,20m 0s
5,47231766,Ignacio Erario,10502359880,Evening Run,,2024-01-05 22:41:48+00:00,1235,Run,"Salta, Argentina",3.31,6.03,19m 59s
6,47231766,Ignacio Erario,10502359725,Evening Run,,2024-01-05 22:14:51+00:00,1479,Run,"Salta, Argentina",2.64,7.5,19m 48s
7,47231766,Ignacio Erario,10502359604,Evening Run,,2024-01-04 22:46:44+00:00,3839,Run,"Salta, Argentina",8.7,6.93,1h 0m
8,47231766,Ignacio Erario,10489544356,Night Run,,2024-01-04 00:44:06+00:00,918,Run,"Salta, Argentina",1.95,7.62,14m 53s
9,47231766,Ignacio Erario,10489544148,Night Run,,2024-01-04 00:18:11+00:00,1504,Run,"Salta, Argentina",3.81,,25m 1s
10,47231766,Ignacio Erario,10489543657,Evening Run,,2024-01-03 23:54:37+00:00,1321,Run,"Salta, Argentina",2.48,7.93,19m 45s
11,47231766,Ignacio Erario,10482540821,Evening Run,,2024-01-02 22:19:09+00:00,3707,Run,"Humahuaca, Argentina",8.14,7.37,1h 0m
12,47231766,Ignacio Erario,10556807154,Morning Run,,2024-01-14 11:12:27+00:00,6658,Run,"Ciudad de Mendoza, Argentina",17.4,6.03,1h 45m
13,47231766,Ignacio Erario,10553323542,Evening Run,,2024-01-13 22:30:13+00:00,2927,Run,"Ciudad de Mendoza, Argentina",6.21,7.55,46m 56s
14,47231766,Ignacio Erario,10552441836,Lunch Run,,2024-01-13 15:50:17+00:00,615,Run,"Ciudad de Mendoza, Argentina",1.24,8.23,10m 15s
15,47231766,Ignacio Erario,10552441672,Lunch Run,,2024-01-13 14:58:09+00:00,2315,Run,"Ciudad de Mendoza, Argentina",6.85,5.4,37m 4s
16,47231766,Ignacio Erario,10552441069,Lunch Run,,2024-01-13 14:10:16+00:00,1489,Run,"Ciudad de Mendoza, Argentina",3.11,7.93,24m 40s
17,47231766,Ignacio Erario,10552440636,Evening Run,,2024-01-12 23:59:29+00:00,2867,Run,"Godoy Cruz, Argentina",6.21,7.57,47m 4s
18,47231766,Ignacio Erario,10552440057,Lunch Run,,2024-01-12 14:51:50+00:00,3971,Run,"Ciudad de Mendoza, Argentina",9.78,6.57,1h 4m
19,47231766,Ignacio Erario,10552439091,Lunch Workout,,2024-01-12 14:09:02+00:00,2505,Workout,,41.0,,77 Cal
20,47231766,Ignacio Erario,10552438747,Morning Weight Training,,2024-01-12 13:50:24+00:00,470,WeightTraining,,7.0,,22 Cal
21,47231766,Ignacio Erario,10552438584,Morning Run,,2024-01-12 13:36:16+00:00,630,Run,"Ciudad de Mendoza, Argentina",1.39,7.52,10m 30s
22,47231766,Ignacio Erario,10540943758,Evening Run,,2024-01-11 22:20:24+00:00,4146,Run,"Ciudad de Mendoza, Argentina",5.95,7.72,45m 56s
23,47231766,Ignacio Erario,10539186280,Afternoon Run,,2024-01-11 17:04:36+00:00,407,Run,"Ciudad de Mendoza, Argentina",0.83,7.47,6m 13s
24,47231766,Ignacio Erario,10539186049,Afternoon Run,,2024-01-11 16:28:03+00:00,1998,Run,"Ciudad de Mendoza, Argentina",6.21,5.3,32m 59s
25,47231766,Ignacio Erario,10539184875,Lunch Run,,2024-01-11 15:43:06+00:00,2552,Run,"Ciudad de Mendoza, Argentina",4.35,7.32,31m 49s
26,47231766,Ignacio Erario,10539183794,Evening Run,,2024-01-10 23:40:12+00:00,2993,Run,"Ciudad de Mendoza, Argentina",6.21,7.77,48m 19s
27,47231766,Ignacio Erario,10539182724,Lunch Run,,2024-01-10 14:08:26+00:00,5433,Run,"Ciudad de Mendoza, Argentina",6.83,7.38,50m 28s
28,47231766,Ignacio Erario,10539181137,Morning Run,,2024-01-10 13:26:37+00:00,561,Run,"Ciudad de Mendoza, Argentina",1.2,7.72,9m 18s
