Athlete ID,Name,Week Number,Date Range,Distance (km),Time,Elevation (m)
4814818.0,Adam FOGG,50,Activities for 9 Dec 2024 - 15 Dec 2024,142.2,9h 30m,263.0
4814818.0,Adam FOGG,51,Activities for 16 Dec 2024 - 22 Dec 2024,125.1,8h 26m,181.0
4814818.0,Adam FOGG,52,Activities for 23 Dec 2024 - 29 Dec 2024,113.6,7h 52m,292.0
4814818.0,Adam FOGG,50,Activities for 9 Dec 2024 - 15 Dec 2024,142.2,9h 30m,263.0
4814818.0,Adam FOGG,51,Activities for 16 Dec 2024 - 22 Dec 2024,125.1,8h 26m,181.0
4814818.0,Adam FOGG,52,Activities for 23 Dec 2024 - 29 Dec 2024,113.6,7h 52m,292.0
4928335.0,JP FLAVIN,50,Activities for 9 Dec 2024 - 15 Dec 2024,109.1,7h 13m,638.0
4928335.0,JP FLAVIN,51,Activities for 16 Dec 2024 - 22 Dec 2024,191.7,12h 33m,1160.0
4928335.0,JP FLAVIN,52,Activities for 23 Dec 2024 - 29 Dec 2024,180.5,11h 50m,1537.0
45537525.0,Thomas BRIDGER,50,Activities for 20 Jan 2025 - 26 Jan 2025,81.1,6h 9m,520.0
45537525.0,Thomas BRIDGER,51,Activities for 16 Dec 2024 - 22 Dec 2024,107.3,7h 42m,322.0
45537525.0,Thomas BRIDGER,52,Activities for 23 Dec 2024 - 29 Dec 2024,120.2,8h 59m,457.0
