,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,94876602,James Kimeu,10483884386,The big game warm up,,2024-01-03 07:09:20+00:00,2046,Run,"Makueni, Kenya",2.29,10.12,23m 12s
1,94876602,James Kimeu,10477226040,The big boys,,2024-01-02 03:57:44+00:00,3177,Run,"Makueni, Kenya",5.05,,52m 2s
2,94876602,James Kimeu,10518292156,Jan 4th run,,2024-01-08 14:19:30+00:00,3788,Run,"Nairobi County, Kenya",7.52,8.32,1h 2m
3,94876602,James Kimeu,10601926193,Afternoon Run,,2024-01-21 14:23:56+00:00,1895,Run,"Kiambu, Kenya",3.29,9.18,30m 12s
4,94876602,James Kimeu,10576516208,Epic 6th run Jan 2024,,2024-01-17 14:45:12+00:00,3478,Run,"Nairobi County, Kenya",7.3,7.93,57m 58s
5,94876602,James Kimeu,10562220432,5th take Jan 2024,,2024-01-15 10:18:56+00:00,3274,Run,"Kiambu, Kenya",6.28,8.68,54m 34s
6,94876602,James Kimeu,10648063202,8th Run January 2024,,2024-01-28 14:25:56+00:00,3688,Run,"Nairobi County, Kenya",7.45,8.2,1h 1m
7,94876602,James Kimeu,10725408819,3rd run Feb 2024,,2024-02-09 04:31:37+00:00,3638,Run,"Kiambu, Kenya",6.84,8.87,1h 0m
8,94876602,James Kimeu,10714781620,2nd run Feb 2024,,2024-02-07 13:18:33+00:00,3680,Run,"Nairobi County, Kenya",7.46,8.22,1h 1m
9,94876602,James Kimeu,10706360281,1st walk Feb 2024,,2024-02-06 08:18:35+00:00,5836,Walk,"Kiambu, Kenya",5.46,,1h 29m
10,94876602,James Kimeu,10698969621,1st Run Feb 2024,,2024-02-05 04:18:51+00:00,4548,Run,"Nairobi County, Kenya",9.32,8.13,1h 15m
11,94876602,James Kimeu,10771016876,6th run FEB 2024 (16 for 16),,2024-02-16 04:01:50+00:00,4906,Run,"Nairobi County, Kenya",9.95,8.18,1h 21m
12,94876602,James Kimeu,10759105541,3rd walk Feb 2024,,2024-02-14 08:13:01+00:00,6871,Run,"Nairobi County, Kenya",7.67,14.7,1h 52m
13,94876602,James Kimeu,10747783148,2nd walk Feb 2024,,2024-02-12 15:29:11+00:00,4736,Walk,"Nairobi County, Kenya",1.75,,92 ft
14,94876602,James Kimeu,10747318173,5th Run Feb 2024 Dedicated to the fallen Marathon Champion,,2024-02-12 14:38:24+00:00,2978,Run,"Nairobi County, Kenya",6.22,7.98,49m 38s
