Athlete ID,Athlete Name,Consistency Percentage,Standard Deviation,Median-to-Mean Ratio,Max-to-Median Ratio,No Data Count
49947604,CJ SINGLETON,100.0,24.4904646047278,1.0490427484920009,1.25,0
37651602,Lauren GREGORY,100.0,24.714820377775602,0.9849337748344371,1.8018154311649015,0
61783860,Shane STREICH,100.0,24.719218473784792,0.981392557022809,1.4385321100917432,0
54593767,Daniel MICHALSKI,100.0,24.721586999146453,1.0375357373420642,1.316,0
266183,Thomas KEEN,100.0,25.357483776681285,0.9328673014342534,2.671511627906977,0
21148731,Nick FOSTER,100.0,26.711632077181328,1.0101010101010102,1.9444444444444446,0
14027729,Evert SILVA,100.0,27.109055701653528,0.9634760705289676,1.560553633217993,0
45537525,Thomas BRIDGER,100.0,27.114309486149672,0.9689845910707231,1.5871559633027523,0
87287379,Carson WILLIAMS,100.0,27.120148374278543,1.0714285714285714,1.2516339869281046,0
51901865,Marco LANGON,100.0,27.259537839649422,1.0299846000543527,1.3205804749340369,0
111680667,Allie OSTRANDER,100.0,27.826768665707288,0.9832372462574488,2.8758314855875837,0
53868866,Katie CAMARENA,100.0,28.626740666487013,1.005124919923126,1.5449330783938815,0
33655219,Ellis CROSS,100.0,28.66716224406084,0.9847585432376063,1.4794721407624634,0
40799987,Allie BUCHALSKI,100.0,28.802613611500572,1.0399414551477102,1.325,0
26514282,Jude THOMAS,100.0,28.936504409168048,1.0821335484671712,1.238709677419355,0
29862838,Svetlana APLACHKINA,100.0,28.94584097103417,0.9695859289116894,1.576530612244898,0
73659831,Evan JENKINS,100.0,28.971953676848965,1.036803801048305,1.4484451718494271,0
15124771,Annie RODENFELS,100.0,29.192598027401594,1.0276073619631902,1.4194029850746268,0
94997060,Carla GALLARDO,100.0,29.357649570618342,1.027146814404432,1.4676375404530746,0
69657340,Willy FINK,100.0,29.386810074231676,0.9856316803925004,1.7200000000000002,0
4814818,Adam FOGG,100.0,30.206471680718604,1.063432835820895,1.430340557275542,0
54943881,Riley FLEMINGTON,100.0,30.6717208651303,0.9976766165235883,2.591474245115453,0
12805279,Lauren RYAN,100.0,31.011736315109875,1.0904861144768088,1.484,0
45191607,Thomas PIQUART,100.0,31.412942963213453,0.9630432733100784,2.299559471365639,0
55255852,Sarah KLEIN,100.0,31.486942830640576,1.0244643323752287,1.5609756097560976,0
14187429,Arthur GERVAIS,100.0,31.535404876750075,1.037541109789378,1.4036418816388467,0
19531551,James MCMURRAY,100.0,31.98011960672708,1.0009879218585678,1.4441260744985676,0
7814602,Natasha WODAK,100.0,33.77160130942429,1.0624336086077513,1.3584905660377358,0
23078070,Savannah BERRY,100.0,34.19660389753343,1.0532297201830636,1.3845144356955381,0
43853389,Roxane CLEPPE,100.0,34.27169381291161,1.047040971168437,1.5015527950310559,0
28707348,Sean DONOGHUE,100.0,34.76500241290241,1.0588899695667178,1.3599999999999999,0
69562064,José Carlos PINTO,100.0,34.88502124977052,0.9699945231202567,1.6969147005444645,0
52075256,Gary MARTIN,100.0,35.14294348897319,1.114600380379495,1.5910714285714285,0
49103935,Tyler WIRTH,100.0,35.55009357470888,1.1559496188266492,1.2919354838709678,0
113122040,Viola CHEPNGENO,100.0,35.76692108591366,1.0549194643896762,1.6158940397350992,0
40873235,Christoffer Frost JOHANSEN,100.0,36.10974612705401,1.0153033969141814,1.4805013927576602,0
44368138,Romain MORNET,100.0,36.233152795416466,0.9473199358558805,2.1880064829821717,0
